symbol,direction,entry_time,exit_time,entry_price,exit_price,pnl,holding_hours,dca_layers,reason,session
USDCHF,BUY,2023-08-25 16:00:00+00:00,2023-08-27 21:15:00+00:00,0.88598,0.8838,-12.734727094041675,53.25,1,12H_ML_CUT,
NZDUSD,SELL,2023-08-25 21:00:00+00:00,2023-08-27 21:15:00+00:00,0.59032,0.5895760714285714,1.2957023828571608,48.25,0,TRAILING_BE_EXIT,
US30,SELL,2023-08-28 00:00:00+00:00,2023-08-28 12:00:00+00:00,34416.1,34456.0,-2.8172845714286585,12.0,0,12H_ML_CUT,
US100,SELL,2023-08-28 01:00:00+00:00,2023-08-28 13:00:00+00:00,14954.45,15060.07,-4.586984014285693,12.0,1,12H_ML_CUT,
USDJPY,SELL,2023-08-28 14:00:00+00:00,2023-08-29 02:00:00+00:00,146.544,146.348,8.166004181813115,12.0,0,12H_ML_CUT,
GBPUSD,SELL,2023-08-28 15:00:00+00:00,2023-08-29 02:00:00+00:00,1.25755,1.26241,-48.85003495000087,11.0,2,SOFT_ATR_STOP,
US100,BUY,2023-08-29 02:00:00+00:00,2023-08-29 08:00:00+00:00,15062.13,15080.897714285715,1.1713845714286988,6.0,0,TRAILING_BE_EXIT,
US30,SELL,2023-08-29 03:00:00+00:00,2023-08-29 08:00:00+00:00,34592.2,34568.053571428565,0.5123440714286712,5.0,0,TRAILING_BE_EXIT,
US500,BUY,2023-08-29 09:00:00+00:00,2023-08-29 14:45:00+00:00,4430.86,4465.942857142858,2.8055467857144016,5.75,0,TRAILING_BE_EXIT,
US100,BUY,2023-08-29 08:00:00+00:00,2023-08-29 15:45:00+00:00,15059.03,15336.045000000002,26.995033500000126,7.75,0,TAKE_PROFIT,
AUDUSD,SELL,2023-08-29 15:00:00+00:00,2023-08-30 03:00:00+00:00,0.64403,0.64628,-1.3600349542857666,12.0,2,12H_ML_CUT,
US100,BUY,2023-08-29 16:00:00+00:00,2023-08-30 04:00:00+00:00,15341.7,15432.09,8.3324138571428,12.0,0,12H_ML_CUT,
US500,SELL,2023-08-30 03:00:00+00:00,2023-08-30 08:00:00+00:00,4506.83,4499.869142857143,-0.006464214285719194,5.0,0,TRAILING_BE_EXIT,
US100,SELL,2023-08-30 04:00:00+00:00,2023-08-30 10:30:00+00:00,15432.09,15365.888,1.7747837999999796,6.5,0,TRAILING_BE_EXIT,
US500,BUY,2023-08-30 08:00:00+00:00,2023-08-30 14:30:00+00:00,4501.55,4516.386571428571,0.7810018571428149,6.5,0,TRAILING_BE_EXIT,
US500,SELL,2023-08-30 15:00:00+00:00,2023-08-31 03:00:00+00:00,4513.1,4520.08,-1.4009774285713852,12.0,0,12H_ML_CUT,
USDJPY,SELL,2023-08-30 16:00:00+00:00,2023-08-31 04:00:00+00:00,145.94,145.943,-0.7743550368494169,12.0,0,12H_ML_CUT,
XAUUSD,SELL,2023-08-31 03:00:00+00:00,2023-08-31 07:15:00+00:00,1946.133,1945.2662500000001,1.1782994999998215,4.25,0,TRAILING_BE_EXIT,
US100,SELL,2023-08-31 08:00:00+00:00,2023-08-31 10:30:00+00:00,15486.02,15461.338285714286,1.7640615714285834,2.5,0,TRAILING_BE_EXIT,
US30,SELL,2023-08-31 04:00:00+00:00,2023-08-31 14:00:00+00:00,34981.6,35011.5369047619,4.09051071428613,10.0,2,TRAILING_BE_EXIT,
US30,BUY,2023-08-31 14:00:00+00:00,2023-08-31 18:45:00+00:00,35017.9,34795.8,-50.5040278571417,4.75,2,SOFT_ATR_STOP,
EURUSD,SELL,2023-08-31 11:00:00+00:00,2023-08-31 23:00:00+00:00,1.08729,1.08415,20.439980710001,12.0,0,12H_ML_CUT,
USDCHF,BUY,2023-08-31 19:00:00+00:00,2023-09-01 01:00:00+00:00,0.88311,0.8837010714285713,0.42911568351123813,6.0,0,TRAILING_BE_EXIT,
US30,BUY,2023-09-01 00:00:00+00:00,2023-09-01 02:30:00+00:00,34778.4,34811.03928571429,2.5554007142856934,2.5,0,TRAILING_BE_EXIT,
XAUUSD,BUY,2023-09-01 01:00:00+00:00,2023-09-01 03:00:00+00:00,1939.276,1940.6718214285718,2.2332679285719865,2.0,0,TRAILING_BE_EXIT,
US30,BUY,2023-09-01 03:00:00+00:00,2023-09-01 04:15:00+00:00,34785.6,34814.010714285716,2.1333892857145975,1.25,0,TRAILING_BE_EXIT,
US30,SELL,2023-09-01 05:00:00+00:00,2023-09-01 07:00:00+00:00,34807.2,34786.19642857143,1.3941564285712413,2.0,0,TRAILING_BE_EXIT,
XAUUSD,BUY,2023-09-01 04:00:00+00:00,2023-09-01 12:45:00+00:00,1938.907,1950.012857142857,21.655918928571293,8.75,0,TRAILING_BE_EXIT,
