symbol,direction,entry_time,exit_time,entry_price,exit_price,pnl,holding_hours,dca_layers,reason,session,f_er_ratio,f_atr_ratio,f_rsi_h1_delta,f_rsi_m15_delta,f_adx,f_rsi_m15,f_RSI_M15,f_RSI_H1,f_RSI_H4,f_ADX,f_ATR,f_RSI_Delta,f_Volatility_Index,f_hour,f_Session_Code,f_RSI_H1_Div,f_Trend_Vol_Ratio,f_is_buy,f_hour_sin,f_hour_cos,f_adx_x_atrratio,f_rsi_align,f_rsi_extreme,f_trendiness,f_h4_bias_agree,f_asset_class
XAUUSD,SELL,2023-08-22 04:00:00+00:00,2023-08-22 05:15:00+00:00,1896.016,1894.7744285714286,2.8885401428571558,1.25,0,TRAILING_BE_EXIT,ASIA,0.0447718900538426,1.168514809568019,3.6662441552135974,-0.9073462076404368,15.190067676914103,55.90927109187775,55.90927109187775,40.096222757657806,20.659581271152547,15.190067676914103,3.0112142857142805,-35.2496898207252,0.0015881797863068036,4,0,9.903777242342194,45.74054878969048,0.0,0.8660254037844386,0.5000000000000001,17.7498190388146,-1.0,5.9092710918777485,0.6800880399412265,1.0,0.0
US30,BUY,2023-08-22 05:00:00+00:00,2023-08-22 06:15:00+00:00,34451.1,34477.78571428571,1.2227342857140155,1.25,0,TRAILING_BE_EXIT,ASIA,0.19630484988451335,0.40485927953795003,-1.0838474911779414,-3.7344158133244676,25.414010642379424,48.80268014928299,48.80268014928299,40.88487553272946,74.78988710010182,25.414010642379424,66.15714285714368,25.98720695081883,0.0019203201888225248,5,0,9.11512446727054,1681.3183326408655,1.0,0.9659258262890683,0.25881904510252074,10.289098038843528,1.0,1.1973198507170082,4.988893544115718,1.0,2.0
XAUUSD,SELL,2023-08-22 07:00:00+00:00,2023-08-22 13:00:00+00:00,1898.819,1897.1757857142857,5.453138571428603,6.0,0,TRAILING_BE_EXIT,OVERLAP_ASIA_EU,0.25369902562251356,1.1215181316526106,7.034804960100914,0.5197231602250767,26.05458718704981,61.880569315317025,61.880569315317025,47.48267257356145,20.659581271152547,26.05458718704981,2.338642857142856,-41.22098804416448,0.001231630217068007,7,3,2.5173274264385483,60.93237422079981,0.0,0.9659258262890683,-0.25881904510252063,29.220691943000148,-1.0,11.880569315317025,6.610023382351363,1.0,0.0
US30,SELL,2023-08-22 08:00:00+00:00,2023-08-22 17:15:00+00:00,34533.9,34287.085,52.43014000000062,9.25,1,TAKE_PROFIT,OVERLAP_ASIA_EU,0.5950473415878147,0.8113563936433039,6.759852909655216,1.147559820620856,27.685683260134585,70.31681351499168,70.31681351499168,52.65532584627268,76.24884633691353,27.685683260134585,45.214285714286234,5.932032821921851,0.0013092725036641165,8,3,2.6553258462726816,1251.7883931189567,0.0,0.8660254037844387,-0.4999999999999998,22.462956125493587,1.0,20.31681351499168,16.474292223985348,0.0,2.0
AUDUSD,SELL,2023-08-22 14:00:00+00:00,2023-08-23 01:30:00+00:00,0.64102,0.64492,-31.850022957143267,11.5,1,SOFT_ATR_STOP,OVERLAP_EU_US,0.591836734693849,1.4024741426891616,-6.791085863607115,-12.919434969409835,35.81378577201748,30.089761227727237,30.089761227727237,41.25382848947829,72.31556683851349,35.81378577201748,0.0016728571428571426,42.22580561078625,0.002609680108042093,14,4,8.746171510521712,0.05991134734147495,0.0,-0.4999999999999997,-0.8660254037844388,50.22790849706351,1.0,19.910238772272763,21.195914028335856,0.0,3.0
USDJPY,SELL,2023-08-22 18:00:00+00:00,2023-08-23 06:45:00+00:00,145.786,145.6653142857143,4.539610539698974,12.75,0,TRAILING_BE_EXIT,US,0.027295285359791338,0.9558223569180357,-1.9704774802911942,5.031111948225266,35.9561869514783,47.42993336208209,47.42993336208209,55.258395402697815,65.53638967081613,35.9561869514783,0.19078571428571575,18.106456308734046,0.0013086696547385604,18,2,5.258395402697815,6.85992681052852,0.0,-1.0,-1.8369701987210297e-16,34.36772735774751,-1.0,2.570066637917911,0.9814343832906061,0.0,3.0
XAUUSD,SELL,2023-08-23 02:00:00+00:00,2023-08-23 12:30:00+00:00,1901.439,1906.337,-15.528501428571161,10.5,0,SOFT_ATR_STOP,ASIA,0.6659453078889994,0.5946079613499943,5.12997685351538,6.9326108733820035,23.69468429385626,71.66128380272733,71.66128380272733,55.870305347945724,29.1198811467425,23.69468429385626,2.911142857142831,-42.541402655984825,0.0015310209042429606,2,0,5.870305347945724,68.97861093431406,0.0,0.49999999999999994,0.8660254037844387,14.0890479228016,1.0,21.661283802727326,15.779363827404746,1.0,0.0
US30,SELL,2023-08-23 07:00:00+00:00,2023-08-23 13:30:00+00:00,34389.2,34351.90571428571,2.284686428571291,6.5,0,TRAILING_BE_EXIT,OVERLAP_ASIA_EU,0.1292719167904415,0.5442501297081166,-2.3596126080759845,-6.8378548255994644,32.405749715967694,54.18000418720863,54.18000418720863,46.39610618224868,64.23678332871374,32.405749715967694,43.10000000000063,10.05677914150511,0.0012533004547939652,7,3,3.6038938177513202,1396.687812758228,0.0,0.9659258262890683,-0.25881904510252063,17.63683348620418,-1.0,4.180004187208631,4.189153380814449,0.0,2.0
XAUUSD,BUY,2023-08-23 16:00:00+00:00,2023-08-23 16:15:00+00:00,1918.268,1920.090357142857,3.0837801428570013,0.25,0,TRAILING_BE_EXIT,US,0.4278739458499799,2.1967319604514652,2.450493255212578,1.084738246532524,56.23775298039144,69.13355366732779,69.13355366732779,75.80468396243762,55.8839255235609,56.23775298039144,3.644714285714258,-13.249628143766891,0.0019000026512011137,16,2,25.804683962437622,204.97054168410227,1.0,-0.8660254037844385,-0.5000000000000004,123.53926935600052,1.0,19.13355366732779,24.062669273456553,1.0,0.0
USDJPY,SELL,2023-08-23 13:00:00+00:00,2023-08-23 19:15:00+00:00,145.475,144.8448857142857,33.35561771203121,6.25,0,TRAILING_BE_EXIT,OVERLAP_EU_US,0.03293413173655484,1.4097744360901632,2.8746372840865746,-0.38058236977678916,51.79139201541616,50.2459200568676,50.2459200568676,43.4834148300381,47.65054596991028,51.79139201541616,0.1723571428571416,-2.595374086957314,0.0011847887462254107,13,4,6.5165851699619,8.926616352371305,0.0,-0.2588190451025208,-0.9659258262890683,73.01418047285789,-1.0,0.24592005686759677,1.7057045274552705,1.0,3.0
