symbol,direction,entry_time,exit_time,entry_price,exit_price,pnl,holding_hours,dca_layers,reason,session,f_er_ratio,f_atr_ratio,f_rsi_h1_delta,f_rsi_m15_delta,f_adx,f_rsi_m15,f_RSI_M15,f_RSI_H1,f_RSI_H4,f_ADX,f_ATR,f_RSI_Delta,f_Volatility_Index,f_hour,f_Session_Code,f_RSI_H1_Div,f_Trend_Vol_Ratio
USDJPY,SELL,2024-03-06 17:00:00+00:00,2024-03-07 00:45:00+00:00,149.173,149.06167857142856,2.303545306150035,7.75,0,TRAILING_BE_EXIT,US,0.20652173913040373,1.7141983665982803,-4.269820126722692,-7.58885349123522,59.96780155513287,33.2678419498576,33.2678419498576,25.38973081016549,32.325514739060296,59.96780155513287,0.2318571428571435,-0.942327210797302,0.0015542835691254014,17,2,24.61026918983451,13.903963131997275
US30,BUY,2024-03-06 16:00:00+00:00,2024-03-07 04:00:00+00:00,38771.7,38627.3,-14.751548571427408,12.0,1,12H_ML_CUT,US,0.17460317460318037,1.6523209678468314,3.128406701206991,2.5484090099916443,74.46803972992303,62.007008360727085,62.007008360727085,58.58040300052596,44.93517113303453,74.46803972992303,48.121428571429405,-17.071837227692555,0.0012411482749384063,16,2,8.580403000525962,3583.5084547178585
USDJPY,BUY,2024-03-07 01:00:00+00:00,2024-03-07 07:00:00+00:00,148.895,148.193,-19.63448811443759,6.0,0,SOFT_ATR_STOP,ASIA,0.5112285336856367,1.2967275885208889,-7.885334333188162,-0.4528300696497354,59.11131345557303,32.96855039763912,32.96855039763912,28.198982769818713,30.341546361701745,59.11131345557303,0.23285714285714626,-2.627004035937375,0.0015639016948664915,1,0,21.801017230181287,13.764491561797922
US30,SELL,2024-03-07 04:00:00+00:00,2024-03-07 09:00:00+00:00,38627.3,38594.360714285714,1.8097385000001893,5.0,0,TRAILING_BE_EXIT,ASIA,0.145085803432121,0.6640990806810998,4.279472119587076,7.83246623507938,46.74380809018963,47.40243674759044,47.40243674759044,43.52309421289844,38.62897643370442,46.74380809018963,87.74285714285672,-8.77346031388602,0.0022715244695553846,4,0,6.476905787101558,4101.4352755706195
EURUSD,SELL,2024-03-07 11:00:00+00:00,2024-03-07 13:45:00+00:00,1.08958,1.0880805714285713,11.514843334286931,2.75,0,TRAILING_BE_EXIT,EUROPE,0.09148264984223682,1.1291550367927676,-5.432658632254999,1.0985990388585805,35.65252736815766,48.52320287710344,48.52320287710344,54.562566556324036,64.07651843603031,35.65252736815766,0.000716428571428602,15.553315558926876,0.0006575272778764313,11,1,4.562566556324036,0.02554248925018833
USDCHF,SELL,2024-03-07 14:00:00+00:00,2024-03-07 14:30:00+00:00,0.87931,0.8788400000000001,1.7646851759135025,0.5,0,TRAILING_BE_EXIT,OVERLAP_EU_US,0.07185628742515726,1.3231779307167646,-1.2829514163835256,10.395018559836195,55.0273951425707,39.4285844613024,39.4285844613024,28.378283416128113,36.7049017897894,55.0273951425707,0.0009400000000000043,-2.7236826715129965,0.0010690200270666822,14,4,21.621716583871887,0.05172575143401669
USDCHF,SELL,2024-03-07 15:00:00+00:00,2024-03-07 17:45:00+00:00,0.87968,0.8788442857142857,3.5512142976733334,2.75,0,TRAILING_BE_EXIT,OVERLAP_EU_US,0.02103250478010409,1.626338754462535,4.798685835715148,4.952741945631907,55.45623659279988,46.683343951523504,46.683343951523504,33.17696925184326,36.7049017897894,55.45623659279988,0.0010171428571428673,-9.978442161734101,0.0011562646157044236,15,4,16.82303074815674,0.0564069149343913
USDJPY,BUY,2024-03-07 07:00:00+00:00,2024-03-07 19:00:00+00:00,148.193,148.106,-2.2771746683363534,12.0,0,12H_ML_CUT,OVERLAP_ASIA_EU,0.3314917127071734,1.0005513945687547,-6.6740222529690385,-15.350925212206434,56.38842314140196,25.519503502706527,25.519503502706527,23.31059120540513,23.36028372793035,56.38842314140196,0.24957142857143058,-2.159219774776176,0.0016840972824049081,7,3,26.68940879459487,14.072939318290002
NZDUSD,BUY,2024-03-07 18:00:00+00:00,2024-03-08 01:15:00+00:00,0.61683,0.6174497142857143,2.797990079999953,7.25,0,TRAILING_BE_EXIT,US,0.29648241206028414,1.2044161927065675,-3.148668244514539,-2.2024911245551877,63.07234688896908,57.276519224810954,57.276519224810954,73.61304126066668,72.38875010487746,63.07234688896908,0.0008742857142857242,15.112230880066505,0.0014173852022205864,18,2,23.613041260666677,0.055143251851499306
USDJPY,BUY,2024-03-07 19:00:00+00:00,2024-03-08 07:00:00+00:00,148.106,147.852,-5.668952485303647,12.0,0,12H_ML_CUT,US,0.33488372093023994,0.9120065245663164,0.3162458391111329,1.968303950658111,76.30895121883911,53.01978030494536,53.01978030494536,35.90325004014119,25.374440245322504,76.30895121883911,0.2682857142857123,-27.645340059622853,0.0018114439272258539,19,2,14.096749959858812,20.472601484139826
BTCUSD,BUY,2024-03-08 02:00:00+00:00,2024-03-08 08:30:00+00:00,66976.0,67208.19892857142,2.2494672964285116,6.5,0,TRAILING_BE_EXIT,ASIA,0.13537963747619614,0.739671364827116,-2.47429126600332,-2.2110350767118163,64.99475292713281,43.447572057877835,43.447572057877835,51.534715320136165,56.8785971964655,64.99475292713281,628.6728571428581,13.431025138587664,0.009386539314722558,2,0,1.534715320136165,40860.43702199472
EURUSD,BUY,2024-03-08 09:00:00+00:00,2024-03-08 13:30:00+00:00,1.09355,1.0939267857142858,1.5678420714293062,4.5,0,TRAILING_BE_EXIT,EUROPE,0.4561403508772391,0.8507065901776586,1.491760380249957,11.972250255838432,36.75279066980271,36.47842489725231,36.47842489725231,54.600451303176904,67.93836189071618,36.75279066980271,0.000642142857142861,31.45993699346387,0.0005872094162524447,9,1,4.600451303176904,0.023600542008680593
US500,SELL,2024-03-08 07:00:00+00:00,2024-03-08 13:45:00+00:00,5161.71,5147.410285714286,0.7274455714285318,6.75,0,TRAILING_BE_EXIT,OVERLAP_ASIA_EU,0.17845117845125785,0.41191723369818295,-1.4200786841309991,-3.6894813182856794,52.932559791067895,58.27227430188827,58.27227430188827,68.53194742482742,65.5669541137319,52.932559791067895,8.188571428571256,7.294679811843629,0.0015864067195892942,7,3,18.531947424827422,433.44204674627827
USDCAD,BUY,2024-03-08 15:00:00+00:00,2024-03-10 21:15:00+00:00,1.3451,1.34771,11.24841282620149,54.25,0,12H_ML_CUT,OVERLAP_EU_US,0.037344398340248705,2.1272792277440002,5.4146112936845086,2.025723179174477,60.43394142629701,53.9514198683341,53.9514198683341,40.84745095854394,26.740954676945137,60.43394142629701,0.001189285714285718,-27.210465191388963,0.0008841615599477497,15,4,9.152549041456062,0.07187322319627489
USDCHF,SELL,2024-03-08 16:00:00+00:00,2024-03-10 21:15:00+00:00,0.87523,0.87506,7.987960374962375,53.25,1,12H_ML_CUT,US,0.16129032258064957,2.382788827061836,-0.10495973879812937,-1.450773668306752,69.80055614739072,43.43121970167456,43.43121970167456,28.28437556188132,25.399360362227,69.80055614739072,0.0011814285714285713,-18.031859339447557,0.0013498492641118008,16,2,21.71562443811868,0.0824643713341316
XAUUSD,SELL,2024-03-11 00:00:00+00:00,2024-03-11 12:00:00+00:00,2181.567,2178.888,2.3966597500000875,12.0,0,12H_ML_CUT,ASIA,0.3036494073612035,0.5671371685817209,4.306800603655091,3.7484546284562086,63.5505966798719,57.8627556499424,57.8627556499424,66.65912711231275,85.57990761536144,63.5505966798719,8.546500000000021,27.717151965419035,0.003917596846670316,0,0,16.659127112312746,543.1351745245265
BTCUSD,BUY,2024-03-11 01:00:00+00:00,2024-03-11 13:00:00+00:00,68112.27,71913.56,37.938617010714225,12.0,0,12H_ML_CUT,ASIA,0.39949162941536803,1.5760072992716847,-11.281945135026248,-15.966685331400953,35.864703472879185,26.50463600521404,26.50463600521404,36.148586389537826,59.87169433273489,35.864703472879185,611.7692857142881,33.36705832752085,0.008981777963269879,1,0,13.851413610462174,21940.924025958047
US30,SELL,2024-03-11 13:00:00+00:00,2024-03-11 15:00:00+00:00,38610.5,38576.56428571429,2.6847842857140156,2.0,0,TRAILING_BE_EXIT,OVERLAP_EU_US,0.006436041834266107,0.8597243350389544,-5.69689134694201,6.518024507166523,21.954823649637696,40.24087742434451,40.24087742434451,38.71906379328024,44.04732406531776,21.954823649637696,54.18571428571522,3.806446640973249,0.0014033932294509324,13,4,11.280936206719758,1189.6378014725317
NZDUSD,SELL,2024-03-11 15:00:00+00:00,2024-03-11 18:45:00+00:00,0.61678,0.6163778571428571,0.5464237457144336,3.75,0,TRAILING_BE_EXIT,OVERLAP_EU_US,0.18333333333333487,1.0140984417511616,5.89775874828868,13.854511568876603,34.5606508873565,44.91685220505187,44.91685220505187,45.66352870824942,64.67214041378428,34.5606508873565,0.0008035714285714432,19.75528820873241,0.0013028493605036532,15,4,4.336471291750577,0.02777195160591198
BTCUSD,BUY,2024-03-11 19:00:00+00:00,2024-03-11 19:15:00+00:00,72459.02,72855.74607142857,3.8930934535713724,0.25,0,TRAILING_BE_EXIT,US,0.04732839102695029,0.9206796515813389,-0.005458860241034813,3.243548616777545,53.71192139820898,57.364583582812145,57.364583582812145,71.66475475411497,72.77766921356873,53.71192139820898,793.452142857144,15.413085630756584,0.01095035708262607,19,2,21.664754754114966,42617.83913038341
AUDUSD,SELL,2024-03-11 14:00:00+00:00,2024-03-12 02:00:00+00:00,0.66008,0.66166,-17.080021260000013,12.0,1,12H_ML_CUT,OVERLAP_EU_US,0.41509433962261383,0.9133099303861281,0.9417801648116395,-3.1438284245043135,54.91304670783351,36.565808708662594,36.565808708662594,36.913924039074864,61.651897713168196,54.91304670783351,0.000889999999999994,25.086089004505602,0.0013483214155859805,14,4,13.086075960925136,0.04887261156997149
BTCUSD,BUY,2024-03-11 20:00:00+00:00,2024-03-12 07:00:00+00:00,71983.06,72272.79892857143,2.8242918964285932,11.0,0,TRAILING_BE_EXIT,US,0.14760749496722772,0.9120315326318013,-7.381389199015672,-12.92170127784972,54.96907023110047,47.10880519218167,47.10880519218167,64.2833655550993,72.88359762153624,54.96907023110047,844.5728571428584,25.77479242935457,0.011732939071260077,20,2,14.283365555099294,46425.38469956697
US500,SELL,2024-03-12 02:00:00+00:00,2024-03-12 09:15:00+00:00,5136.53,5133.3553571428565,-0.38517064285710606,7.25,0,TRAILING_BE_EXIT,ASIA,0.06313328137173659,0.4159926045759298,0.784226695843337,1.8278036621204095,37.3497290185529,60.176560704307235,60.176560704307235,56.086635934355606,53.934181685702654,37.3497290185529,11.375714285714237,-6.242379018604581,0.0022146691026265273,2,0,6.086635934355606,424.87984596390777
GBPUSD,SELL,2024-03-12 10:00:00+00:00,2024-03-12 13:00:00+00:00,1.27898,1.2771077142857143,11.565980659999617,3.0,0,TRAILING_BE_EXIT,EUROPE,0.3963963963964126,1.479328844940119,4.086738350340866,10.757840239833762,42.475006012949144,36.49063703732755,36.49063703732755,32.666374487316446,48.99949292036408,42.475006012949144,0.0009342857142857129,12.508855883036524,0.0007304928257562377,10,1,17.333625512683554,0.039683791332098144
US30,SELL,2024-03-12 13:00:00+00:00,2024-03-12 14:00:00+00:00,38878.9,38821.45428571429,5.036358571428504,1.0,0,TRAILING_BE_EXIT,OVERLAP_EU_US,0.2743177046886027,1.5144953270218553,9.75852502579643,9.098062468672232,42.091177186538914,58.16746881829531,58.16746881829531,59.355045567674395,50.45414024722091,42.091177186538914,49.20714285714452,-7.713328571074399,0.0012656516222718367,13,4,9.355045567674395,2071.1865688434027
US100,SELL,2024-03-12 14:00:00+00:00,2024-03-12 15:30:00+00:00,18046.05,18204.23,-16.525638785714317,1.5,0,SOFT_ATR_STOP,OVERLAP_EU_US,0.007522866266175649,1.7862909828897071,-4.2661536493961805,2.3096722093396878,43.094074283672505,49.44505751025519,49.44505751025519,49.7178414201525,47.48677844838332,43.094074283672505,46.45142857142933,-1.9582790618718704,0.0025740496436300097,14,4,0.28215857984749704,2001.781313439883
BTCUSD,SELL,2024-03-12 07:00:00+00:00,2024-03-12 17:45:00+00:00,72187.64,69411.80771428571,27.684050450000065,10.75,0,TRAILING_BE_EXIT,OVERLAP_ASIA_EU,0.23535140176660463,0.9729752442605251,3.6814770121783624,15.73054119122483,44.53006501694591,56.99357220794191,56.99357220794191,59.34431416662532,67.92334695009004,44.53006501694591,579.4778571428562,10.929774742148126,0.008027383318568889,7,3,9.344314166625317,25804.18665445188
US500,BUY,2024-03-12 16:00:00+00:00,2024-03-12 19:45:00+00:00,5170.16,5178.501428571428,0.13047457142851115,3.75,0,TRAILING_BE_EXIT,US,0.32234572633192055,2.6099020525979864,-0.47835710202519977,-3.5509836509021966,52.8695733289028,64.05353654854812,64.05353654854812,70.82999725007762,62.985672228427305,52.8695733289028,12.82571428571451,-1.0678643201208189,0.0024807190272089275,16,2,20.829997250077625,678.0900419241395
BTCUSD,SELL,2024-03-12 18:00:00+00:00,2024-03-13 06:00:00+00:00,70892.09,72145.89,-12.612129589285743,12.0,0,12H_ML_CUT,US,0.21075397787446998,1.9241618105127183,6.874605596430584,23.616953647990314,47.377815612751476,47.497539049242704,47.497539049242704,42.988489860749105,64.8732671007656,47.377815612751476,925.4157142857148,17.3757280515229,0.013053864179850175,18,2,7.011510139250895,43844.1750765713
XAUUSD,SELL,2024-03-12 20:00:00+00:00,2024-03-13 08:00:00+00:00,2157.314,2159.648,-2.61503739285743,12.0,0,12H_ML_CUT,US,0.23859355378820377,1.0282197538276994,6.726372639899807,10.875412861726183,61.33471519613225,43.76186899789011,43.76186899789011,33.60596493598321,46.89558884671194,61.33471519613225,7.317785714285686,3.1337198488218263,0.003392081873239448,20,2,16.39403506401679,448.83430265203776
XAUUSD,SELL,2024-03-13 08:00:00+00:00,2024-03-13 09:00:00+00:00,2159.648,2157.912642857143,1.4551510714285116,1.0,0,TRAILING_BE_EXIT,OVERLAP_ASIA_EU,0.08627858627865384,0.5105603979102484,0.5024794750847761,-2.3305140657277263,52.76821955724029,52.257246908660434,52.257246908660434,40.977123754111034,49.28164035012431,52.76821955724029,4.024928571428551,-2.9756065585361213,0.001863696570658066,8,3,9.022876245888966,212.3883145593513
US500,SELL,2024-03-13 06:00:00+00:00,2024-03-13 09:15:00+00:00,5182.77,5180.061428571429,-0.4316845714285839,3.25,0,TRAILING_BE_EXIT,ASIA,0.7222222222222748,0.32661148218344,1.5136066042725531,4.1263266542193335,43.90142789016306,63.579835364796,63.579835364796,66.54352409555219,63.5301932024579,43.90142789016306,8.489999999999911,-0.049642162338095375,0.001638120155823992,6,0,16.543524095552186,372.7231227874805
USDCAD,SELL,2024-03-13 10:00:00+00:00,2024-03-13 12:30:00+00:00,1.34905,1.348746,0.44179274674462043,2.5,0,TRAILING_BE_EXIT,EUROPE,0.2674418604650352,0.7754077099258353,4.5533308890219715,6.200695687981799,34.27003222229879,48.88492692013051,48.88492692013051,51.66407787654191,47.42828014087748,34.27003222229879,0.0005171428571428509,-1.4566467792530275,0.00038333853981902146,10,1,1.66407787654191,0.01772250237781716
GBPUSD,BUY,2024-03-13 11:00:00+00:00,2024-03-13 13:30:00+00:00,1.27904,1.2795867857142857,2.2874846900005386,2.5,0,TRAILING_BE_EXIT,EUROPE,0.09803921568629538,1.118644792847554,10.251190420351769,10.181337418802535,25.024154205472552,52.296536238180316,52.296536238180316,48.702592818668585,47.31840190964982,25.024154205472552,0.0009557142857143296,-4.978134328530494,0.0007472121948604654,11,1,1.2974071813314154,0.023915941662088436
US500,SELL,2024-03-13 13:00:00+00:00,2024-03-13 14:30:00+00:00,5179.54,5174.2339999999995,-0.17192449999995063,1.5,0,TRAILING_BE_EXIT,OVERLAP_EU_US,0.10835913312693743,0.5469587102240568,-3.4975769038949664,-3.3686114120734985,30.421189064899117,46.25016744016733,46.25016744016733,59.366982252474735,64.40082599816066,30.421189064899117,4.624999999999935,18.150658557993324,0.0008929364383709626,13,4,9.366982252474735,140.69799942515644
US100,SELL,2024-03-13 15:00:00+00:00,2024-03-13 16:00:00+00:00,18092.07,18071.9275,1.308221499999811,1.0,0,TRAILING_BE_EXIT,OVERLAP_EU_US,0.42255914259574157,1.3421835902120773,-0.929719670667609,11.71821485483592,25.902109358891217,30.932767722993475,30.932767722993475,37.014430359440176,57.2014026174559,25.902109358891217,35.079999999999664,26.268634894462423,0.0019389710519581045,15,4,12.985569640559824,908.6459963098952
EURUSD,BUY,2024-03-13 14:00:00+00:00,2024-03-13 19:00:00+00:00,1.09369,1.0951622857142858,10.018270011428486,5.0,0,TRAILING_BE_EXIT,OVERLAP_EU_US,0.0680628272251248,1.2850053172633749,0.8399433465491413,-4.261784273230191,29.6582620808751,56.33568320484164,56.33568320484164,58.937744332555646,60.46468224298597,29.6582620808751,0.0007657142857143219,4.128999038144336,0.0007001200392381039,14,4,8.937744332555646,0.022709754964785438
XAUUSD,BUY,2024-03-13 16:00:00+00:00,2024-03-13 19:45:00+00:00,2171.759,2174.4444857142857,2.40379132142859,3.75,0,TRAILING_BE_EXIT,US,0.407140849030084,1.4056707014155583,4.361386255206604,-4.200204551743823,50.367028850039866,68.80901568416324,68.80901568416324,64.71398905982008,60.0727134769831,50.367028850039866,4.163428571428573,-8.736302207180145,0.001917076697473602,16,2,14.71398905982008,209.69952697222317
BTCUSD,BUY,2024-03-13 19:00:00+00:00,2024-03-13 20:00:00+00:00,73127.74,73491.13178571429,3.5600839392856627,1.0,0,TRAILING_BE_EXIT,US,0.4241114267526874,0.9672053082083438,3.3776349259710656,5.903846233869388,36.21849541761653,58.1480960743848,58.1480960743848,60.562006998376056,66.59402412598189,36.21849541761653,697.7071428571435,8.445928051597086,0.009540936761578349,19,2,10.562006998376056,25269.902956409773
XAUUSD,BUY,2024-03-13 20:00:00+00:00,2024-03-14 01:30:00+00:00,2172.546,2174.765214285714,1.9375566428571724,5.5,0,TRAILING_BE_EXIT,US,0.32793522267209,1.1151663698968124,-6.139368669064787,-6.638400921444514,65.56581003005395,52.25966512147358,52.25966512147358,62.4771714680349,60.673417682441624,65.56581003005395,4.6004285714286,8.413752560968042,0.0021175287296234927,20,2,12.477171468034904,301.6308257711201
US100,SELL,2024-03-13 21:00:00+00:00,2024-03-14 09:00:00+00:00,18114.59,18176.43,-6.888602785714301,12.0,0,12H_ML_CUT,US,0.2235715397789301,1.4632823122183254,4.841095330010823,2.811878209490878,37.868633518160536,47.473589668878816,47.473589668878816,44.11324601970031,47.08256740292947,37.868633518160536,53.17857142857117,-0.39102226594934564,0.002935676238246141,21,2,5.886753980299687,2013.7998324478842
XAUUSD,SELL,2024-03-14 02:00:00+00:00,2024-03-14 09:45:00+00:00,2174.737,2170.484571428571,3.973596607143222,7.75,0,TRAILING_BE_EXIT,ASIA,0.16912280701753366,0.7092180442666682,-4.618195676596294,-2.2712587934006905,79.95008792101184,53.09341875944878,53.09341875944878,63.24931310806178,62.827681446847635,79.95008792101184,4.313642857142895,9.734262687398854,0.0019835239190499334,2,0,13.249313108061777,344.87612568841917
EURUSD,SELL,2024-03-14 10:00:00+00:00,2024-03-14 12:45:00+00:00,1.09408,1.0931414285714287,7.1857019285694745,2.75,0,TRAILING_BE_EXIT,EUROPE,0.025477707006397354,1.2234432234430992,4.4017002664223455,-0.4795077559785881,33.21124177189756,50.26619549782956,50.26619549782956,51.150817542891865,53.47395973848146,33.21124177189756,0.0005778571428572013,3.2077642406519047,0.0005281671750303464,10,1,1.1508175428918648,0.01919135328104846
US500,BUY,2024-03-14 13:00:00+00:00,2024-03-14 14:00:00+00:00,5180.46,5147.78,-3.9706687142857438,1.0,0,SOFT_ATR_STOP,OVERLAP_EU_US,0.5774436090225309,0.9988154324944853,-11.145657942070912,-21.158875228730352,40.66675426426053,37.13337093377219,37.13337093377219,52.148395512989644,64.576180074815,40.66675426426053,4.317857142857259,27.442809141042808,0.000833489138581759,13,4,2.1483955129896444,175.59323537675826
USDCAD,BUY,2024-03-14 09:00:00+00:00,2024-03-14 16:00:00+00:00,1.34706,1.3519437142857142,34.31412010390148,7.0,0,TRAILING_BE_EXIT,EUROPE,0.2510638297872646,0.9895020570294999,-0.18467183335786075,3.1465665661527993,36.66178202011253,44.83194851215786,44.83194851215786,45.63229097365873,41.90746021537506,36.66178202011253,0.0006464285714285875,-2.9244882967827976,0.00047988105312947275,9,1,4.367709026341267,0.02369922337728762
US500,SELL,2024-03-14 15:00:00+00:00,2024-03-14 18:00:00+00:00,5154.0,5148.554857142857,-0.15855778571428603,3.0,0,TRAILING_BE_EXIT,OVERLAP_EU_US,0.5918294212506631,2.199163214754047,6.480421076186104,-2.9849283408594545,40.57706627368717,26.865324598897175,26.865324598897175,33.74435410389451,64.576180074815,40.57706627368717,8.040714285714396,37.710855475917825,0.001560092022839425,15,4,16.25564589610549,326.26859645921627
USDCHF,BUY,2024-03-14 18:00:00+00:00,2024-03-14 19:45:00+00:00,0.88345,0.8839750000000001,0.3542177663396687,1.75,0,TRAILING_BE_EXIT,US,0.04545454545452538,1.3731659769485758,1.3027187189483271,-0.9311044297898974,49.429309879945,71.73773290196912,71.73773290196912,75.97220850911265,67.85047679965281,49.429309879945,0.0010392857142857345,-3.8872561023163144,0.0011763944923716505,18,2,25.972208509112647,0.051371175625229554
USDCHF,BUY,2024-03-14 20:00:00+00:00,2024-03-14 23:30:00+00:00,0.88349,0.8839925,0.3287567654702515,3.5,0,TRAILING_BE_EXIT,US,0.009345794392532091,0.9707544851314889,-2.537508640454874,-8.28351747241242,54.097914306227615,62.243622890885995,62.243622890885995,74.33480893998798,68.24638012165374,54.097914306227615,0.0010550000000000201,6.002757230767749,0.0011941278339313633,20,2,24.33480893998798,0.057073299593071225
EURUSD,SELL,2024-03-14 16:00:00+00:00,2024-03-15 04:00:00+00:00,1.08873,1.08766,5.09999061428514,12.0,0,12H_ML_CUT,US,0.8320209973753875,2.0941299175385257,-2.93703566505026,3.8368249138354855,47.984311385164794,19.454006139663917,19.454006139663917,18.80978323975708,34.77817021045075,47.984311385164794,0.00100928571428576,15.324164070786836,0.0009270303144817908,16,2,31.19021676024292,0.048429879990886375
US500,BUY,2024-03-15 00:00:00+00:00,2024-03-15 12:00:00+00:00,5152.17,5164.51,0.5314852857143003,12.0,0,12H_ML_CUT,ASIA,0.3494704992435554,1.0326813075049859,-1.8053574017190357,0.2735361991575189,52.04103955754273,47.42940732703796,47.42940732703796,40.02497022990188,47.23194335081256,52.04103955754273,13.236428571428535,-0.19746397622540002,0.0025690977920814987,0,0,9.975029770098118,688.8375028863012
BTCUSD,BUY,2024-03-15 04:00:00+00:00,2024-03-15 16:00:00+00:00,68192.05,68155.94,-0.43892333571429154,12.0,0,12H_ML_CUT,ASIA,0.6493125494166618,1.688456456799253,-2.95110770535328,2.865323140440111,59.01777123257046,30.264836805475994,30.264836805475994,29.66549749898944,37.568738272454304,59.01777123257046,1532.2907142857127,7.30390146697831,0.02247022511107545,4,0,20.33450250101056,90432.38283750619
EURUSD,BUY,2024-03-15 12:00:00+00:00,2024-03-17 21:15:00+00:00,1.0893,1.08826,-14.60001654285644,57.25,0,12H_ML_CUT,EUROPE,0.18032786885241606,1.0547742413027592,2.072108761286806,4.876776102287472,60.7783624733622,61.132647859381066,61.132647859381066,48.65463254277573,41.161374534586415,60.7783624733622,0.0006528571428571535,-19.97127332479465,0.0005993364021455554,12,1,1.3453674572242704,0.03967958807189568
NZDUSD,SELL,2024-03-15 16:00:00+00:00,2024-03-17 21:15:00+00:00,0.60879,0.60795,2.519990648571806,53.25,0,12H_ML_CUT,US,0.3218884120171244,1.4829931972789205,-2.652701380083357,-3.7673808127885167,73.84842314208,40.03487096178883,40.03487096178883,27.575174769636007,26.94821289805003,73.84842314208,0.0008164285714285671,-13.086658063738803,0.001341067644719143,16,2,22.424825230363993,0.06029196260814071
US500,SELL,2024-03-18 00:00:00+00:00,2024-03-18 11:30:00+00:00,5127.61,5155.39,-5.43518100000011,11.5,1,SOFT_ATR_STOP,ASIA,0.04218657159833865,1.2893574141539477,0.3034286121819747,3.187100085745655,38.81147077674528,49.942280412242475,49.942280412242475,42.32007766603915,41.14975523846,38.81147077674528,14.392857142857078,-8.792525173782472,0.0028069328874187156,0,0,7.679922333960853,558.6079543938671
US30,BUY,2024-03-18 01:00:00+00:00,2024-03-18 13:00:00+00:00,38743.0,38833.0,0.8294213571428573,12.0,0,12H_ML_CUT,ASIA,0.3478260869564579,0.7848007124952876,0.11404819409563771,1.4458016288346371,41.736303041424534,45.91291714984189,45.91291714984189,39.12804656570396,40.01791153839069,41.736303041424534,88.24285714285828,-5.895005611451197,0.0022776464688552328,1,0,10.871953434296039,3682.930626955467
XAUUSD,BUY,2024-03-18 14:00:00+00:00,2024-03-19 02:00:00+00:00,2156.715,2160.461,3.4660652142853543,12.0,0,12H_ML_CUT,OVERLAP_EU_US,0.37211655200322524,1.0991219401403611,-4.4474644616574395,-8.628580780409756,43.25065663274706,51.09157097392243,51.09157097392243,50.086536895103855,50.314785976674756,43.25065663274706,3.897214285714329,-0.7767849972476739,0.0018070140402020336,14,4,0.08653689510385476,168.55707689566705
US100,BUY,2024-03-18 16:00:00+00:00,2024-03-19 04:00:00+00:00,18068.04,17955.92,-10.313940000000525,12.0,1,12H_ML_CUT,US,0.04489795918367188,1.4851755455654003,-10.547868305836403,-7.036235139063862,72.10583592903711,54.90832998503054,54.90832998503054,62.06464432077169,53.197881320146834,72.10583592903711,41.34714285714368,-1.7104486648837067,0.002288413289827988,16,2,12.064644320771691,2981.370298991661
US500,BUY,2024-03-19 02:00:00+00:00,2024-03-19 09:30:00+00:00,5148.19,5152.174285714285,-0.3043682857142811,7.5,0,TRAILING_BE_EXIT,ASIA,0.35236220472446533,0.6884614091892194,0.014933993813642132,0.48784614315786,62.522115811542456,38.002559590046786,38.002559590046786,47.39409442800103,50.436646292704836,62.522115811542456,10.60571428571445,12.43408670265805,0.002060086027461001,2,0,2.605905571998967,663.0916968355691
US100,BUY,2024-03-19 04:00:00+00:00,2024-03-19 09:45:00+00:00,17955.92,17978.144571428573,0.30325217142863414,5.75,0,TRAILING_BE_EXIT,ASIA,0.2823141706334346,0.7597320331304824,-1.0822935019514546,-6.055922611918987,46.396819323867874,42.664439361152134,42.664439361152134,46.51559788157765,45.377672887081516,46.396819323867874,54.69999999999969,2.7132335259293825,0.003046349059251751,4,0,3.484402118422352,2537.9060170155585
NZDUSD,SELL,2024-03-19 10:00:00+00:00,2024-03-19 22:00:00+00:00,0.60374,0.6048,-5.180023879999771,12.0,1,12H_ML_CUT,EUROPE,0.3400503778337602,1.393316581029897,-3.791208526420803,1.246635235794173,57.65021359941589,34.96299929834642,34.96299929834642,21.714082847520174,21.135976300128448,57.65021359941589,0.0009621428571428479,-13.82702299821797,0.0015936377532428658,10,1,28.285917152479826,0.05546774122743747
EURUSD,SELL,2024-03-19 11:00:00+00:00,2024-03-19 23:00:00+00:00,1.0844,1.08648,-19.500027282855033,12.0,2,12H_ML_CUT,EUROPE,0.1849529780564093,1.5669887699137974,9.06015080809297,5.0323416479349135,56.717445427272146,36.335772555457,36.335772555457,30.277253366572594,32.441663901621055,56.717445427272146,0.0007985714285714104,-3.894108653835943,0.0007364177688780988,11,1,19.722746633427406,0.04529293141977773
BTCUSD,SELL,2024-03-20 01:00:00+00:00,2024-03-20 07:15:00+00:00,63187.66,62087.466,10.926060100000031,6.25,0,TRAILING_BE_EXIT,ASIA,0.07072137114076947,1.0838428058512923,10.893341229618926,16.5412728944627,35.39098345165662,50.421544108241044,50.421544108241044,41.61670151682286,30.462739756582835,35.39098345165662,1107.1514285714293,-19.95880435165821,0.017521639962160794,1,0,8.383298483177143,39183.177887049445
