symbol,direction,entry_time,session,profit_usd,is_win,RSI_M15,RSI_H1,RSI_H4,ADX,ATR,hour
NZDUSD,BUY,2025-12-03T16:00:00+00:00,US,5.000000000000004,1,65.25139747603825,67.5061314290063,66.81722797125988,29.134578842263416,0.0009111193821420202,16
US100,BUY,2025-12-04T10:00:00+00:00,EUROPE,5.0,1,64.45951654452168,60.5196758411201,64.83202144589886,17.697946580463928,48.36636249552391,10
XAUUSD,BUY,2025-12-10T02:00:00+00:00,ASIA,5.0,1,56.213406007048434,58.617239872975794,53.33086290091279,11.87929835587794,10.498335806466335,2
XAUUSD,BUY,2025-12-11T00:00:00+00:00,ASIA,5.0,1,63.864615963879544,66.31556979782974,61.232325359494425,17.36959297499432,12.74930662353195,0
US500,BUY,2025-12-01T00:00:00+00:00,ASIA,-0.009315460657326184,0,56.146608885043214,72.13323842703568,72.37974106224995,35.94826388488634,9.458453934264178,0
AUDUSD,BUY,2025-12-09T05:00:00+00:00,ASIA,-0.6500000000000394,0,70.35691190229737,62.3547859852653,58.29155077146809,17.06737423843099,0.0009228881338950111,5
USDCHF,SELL,2025-12-10T21:00:00+00:00,US,6.289149958491617,1,32.0341791928407,18.772953881518188,34.40160792889709,39.09117528277542,0.000990526456494391,21
GBPUSD,BUY,2025-12-11T10:00:00+00:00,EUROPE,4.999999999999893,1,53.00576763582362,59.40147205855198,62.14710299707968,27.385392984095358,0.0013734019464725163,10
US100,SELL,2025-12-11T07:00:00+00:00,OVERLAP_ASIA_EU,5.000000000000036,1,41.17996166665305,37.56681245841204,41.59971809400636,25.76223523112512,73.9657573729112,7
EURUSD,BUY,2025-12-11T10:00:00+00:00,EUROPE,4.999999999999893,1,58.98891048667041,71.00144673769333,64.76822746477093,34.22936296267933,0.0011178731541243154,10
USDJPY,SELL,2025-12-11T15:00:00+00:00,OVERLAP_EU_US,0.03223762111119638,1,18.083827519007105,21.316923081139464,45.922684354440385,27.243372844067128,0.2406307607795141,15
USDCHF,SELL,2025-12-11T15:00:00+00:00,OVERLAP_EU_US,-0.4734215381339307,0,15.698781404537515,13.304548853677082,25.681121990977875,66.12153571862751,0.0010097458611808532,15
AUDUSD,BUY,2025-12-11T16:00:00+00:00,US,-5.50087859066517,0,63.95996834134547,63.12672147661634,63.23473706084846,17.00680254192245,0.0011395668240259294,16
US500,BUY,2025-12-11T21:00:00+00:00,US,-0.8604000000000087,0,63.70494324622919,66.37144225163973,61.3690129011217,17.597870257863793,17.85444291268055,21
XAUUSD,BUY,2025-12-15T01:00:00+00:00,ASIA,14.818999999999505,1,56.01484184087176,57.38923872453727,64.22901896542864,25.97671303080198,16.71544369933265,1
USDJPY,SELL,2025-12-11T18:00:00+00:00,US,0.03215729869126412,1,45.02729999459175,32.978156734689385,37.44482375496828,31.971434626639294,0.2344386958573582,18
EURUSD,BUY,2025-12-12T07:00:00+00:00,OVERLAP_ASIA_EU,4.999999999999893,1,52.958305875259384,63.29916694503435,67.34082366331405,37.43036963887473,0.0009490837427013961,7
US100,SELL,2025-12-12T12:00:00+00:00,EUROPE,5.0,1,31.212325588264452,42.96640396507593,46.06043762735566,13.710295646943738,70.25988977118945,12
NZDUSD,SELL,2025-12-15T04:00:00+00:00,ASIA,-5.286405975033381,0,25.5465909631904,32.083147457225074,39.65051188693598,17.679749828999967,0.0010735708941181656,4
USDCAD,SELL,2025-12-15T05:00:00+00:00,ASIA,-0.4574598633428759,0,48.198670095920924,46.4809107385519,37.292071289032734,17.883636486833076,0.0009596890120410295,5
USDJPY,SELL,2025-12-16T00:00:00+00:00,ASIA,0.18064399584513383,1,32.110716370858235,40.29380929061564,38.893752605390574,31.17736259761399,0.1860406573057314,0
US100,SELL,2025-12-15T16:00:00+00:00,US,5.0,1,35.465217213853926,33.3020874662149,35.45715263257288,34.26791458578801,79.93517237957872,16
USDJPY,SELL,2025-12-16T02:00:00+00:00,ASIA,0.5362519221077828,1,36.270974369396185,35.63383527400715,38.893752605390574,34.1302272844905,0.20465240349320626,2
EURUSD,BUY,2025-12-15T15:00:00+00:00,OVERLAP_EU_US,4.999999999999893,1,69.83185553248647,67.3783213473347,66.38858176954759,17.452585750650595,0.001059933436252389,15
USDJPY,SELL,2025-12-16T14:00:00+00:00,OVERLAP_EU_US,2.7557987666013655,1,42.87727388817527,37.213671302831564,35.75474002049624,44.056075793203014,0.20003546612151415,14
NZDUSD,SELL,2025-12-16T01:00:00+00:00,ASIA,-2.4732044001565257,0,29.052617651028886,37.27814896053919,46.87387166648797,16.333705627996483,0.0008788438697380937,1
USDCAD,SELL,2025-12-16T07:00:00+00:00,OVERLAP_ASIA_EU,-0.1089641144850316,0,38.09922741858437,46.4613479266684,40.461202391507506,11.514752139363942,0.0008595854940768559,7
GBPUSD,BUY,2025-12-16T17:00:00+00:00,US,-18.945340658757637,0,54.88555811288698,61.63256429820751,60.31428166013797,28.97628286098787,0.0018929185259381608,17
USDJPY,SELL,2025-12-17T01:00:00+00:00,ASIA,-12.985598989365997,0,37.44626868602858,39.24385053900851,36.47974350749394,39.557089418655806,0.21077430268683892,1
USDJPY,BUY,2025-12-17T08:00:00+00:00,OVERLAP_ASIA_EU,0.09002520705804058,1,80.97534807396664,67.44086695740138,54.191455185286756,30.221566867180417,0.2194260678433394,8
US100,SELL,2025-12-16T03:00:00+00:00,ASIA,5.000000000000036,1,29.540589135232477,22.459730353573043,32.365723884226234,45.52297491387047,84.05709987509192,3
GBPUSD,SELL,2025-12-17T08:00:00+00:00,OVERLAP_ASIA_EU,-16.63492183853976,0,6.014184813650481,23.01979587983264,39.23910414321406,25.649432066868112,0.0018691498236956666,8
NZDUSD,SELL,2025-12-17T10:00:00+00:00,EUROPE,-0.27999999999994696,0,39.77584133932864,40.96588661454966,41.899640311554215,15.964632318972694,0.0009092957825238017,10
AUDUSD,SELL,2025-12-17T07:00:00+00:00,OVERLAP_ASIA_EU,4.999999999999893,1,36.02594251508019,36.82606038375736,38.83693913529416,25.898284820327977,0.0009668734684113942,7
USDJPY,BUY,2025-12-18T04:00:00+00:00,ASIA,0.03209984335273525,1,60.76433860308192,64.36204179796891,57.93967167967931,26.512397764797505,0.17666213288019267,4
GBPUSD,BUY,2025-12-17T16:00:00+00:00,US,-4.5841661458654315,0,76.53196751484475,57.014774065808595,53.93528359574344,30.91302932677616,0.0020126830497652647,16
USDJPY,BUY,2025-12-18T07:00:00+00:00,OVERLAP_ASIA_EU,0.12827090815791312,1,69.92241715477718,68.24118994331248,57.93967167967931,28.198375361634014,0.1680975604729526,7
USDJPY,BUY,2025-12-18T09:00:00+00:00,EUROPE,0.48740756892644255,1,57.34685435149577,64.36602263580457,60.574248500280596,29.971834243565844,0.16477799857106515,9
XAUUSD,BUY,2025-12-18T14:00:00+00:00,OVERLAP_EU_US,5.0,1,62.438589591675225,57.139913214931205,57.40327374235326,15.278781043811843,11.210424083514884,14
US100,SELL,2025-12-17T19:00:00+00:00,US,-4.269200000000019,0,21.66214108372286,25.393424902904087,33.436958957133946,28.048535478898827,105.07987071208122,19
XAUUSD,BUY,2025-12-19T16:00:00+00:00,US,5.0,1,69.96728981249444,64.49002836979372,61.30943440947112,9.261948866515091,12.061652428798004,16
AUDUSD,SELL,2025-12-19T06:00:00+00:00,ASIA,-0.6200000000000649,0,30.565104223377162,41.586411171752815,40.29279143427224,12.939822916564507,0.0007577238507032617,6
US500,SELL,2025-12-12T19:00:00+00:00,US,-0.12355293102698851,0,39.42324033883968,37.33203690712153,41.18081044088355,25.393395111780755,18.80705246927213,19
XAUUSD,BUY,2025-12-19T18:00:00+00:00,US,5.0,1,68.27782099724995,67.5792505051326,61.30943440947112,10.605032039309528,11.902261532994192,18
XAUUSD,BUY,2025-12-22T01:00:00+00:00,ASIA,18.13299999999981,1,72.48952087648577,68.47264659834363,62.343695936659955,12.02154491201924,11.263748963523158,1
USDJPY,BUY,2025-12-22T01:00:00+00:00,ASIA,0.03175867730641888,1,50.56826876633947,70.4826445417569,75.7016902825747,41.10669888244018,0.22961219732058152,1
NZDUSD,SELL,2025-12-18T00:00:00+00:00,ASIA,-1.2199999999999989,0,37.558955587044316,40.87235765981697,41.76063262577415,12.152362591338383,0.0008582436186321624,0
EURUSD,SELL,2025-12-18T12:00:00+00:00,EUROPE,-2.086247140838715,0,35.34284450420558,37.32326420548839,45.75141939288246,15.965045565057371,0.0009628256010647062,12
USDCAD,BUY,2025-12-22T04:00:00+00:00,ASIA,-3.8851904398123778,0,58.75007274993026,56.80164412254673,55.459550062626185,15.06944916361054,0.001049020763969823,4
GBPUSD,BUY,2025-12-22T09:00:00+00:00,EUROPE,4.999999999999893,1,73.78168009839385,69.09561695011094,58.25983523319892,13.203732569726643,0.0012983874612719532,9
USDCAD,SELL,2025-12-22T18:00:00+00:00,US,3.6450279149297145,1,28.757189919735872,25.975436638949287,36.29817109089332,29.399010229136156,0.000996538563632849,18
AUDUSD,BUY,2025-12-22T13:00:00+00:00,OVERLAP_EU_US,5.000000000000004,1,74.06320997139478,72.82292981774258,63.45935155467782,29.11096214407572,0.0006406839039092345,13
GBPUSD,BUY,2025-12-23T11:00:00+00:00,EUROPE,5.0000000000001155,1,64.76568396284837,77.82745288497053,72.27110173723278,54.386916933299965,0.0013200479564585037,11
EURUSD,BUY,2025-12-23T10:00:00+00:00,EUROPE,5.0000000000001155,1,70.30892398435684,75.56866086950258,66.89405770030103,45.62852161256375,0.0009145595237719764,10
NZDUSD,BUY,2025-12-22T15:00:00+00:00,OVERLAP_EU_US,5.000000000000004,1,73.12957830001884,73.10558471496758,57.97965048859725,26.24257054445825,0.0007254340596281734,15
GBPUSD,BUY,2025-12-24T02:00:00+00:00,ASIA,-5.373111285065679,0,70.67442289929124,71.00445098792088,70.29346918259148,36.99632394399238,0.0014289951960185792,2
USDJPY,BUY,2025-12-26T10:00:00+00:00,EUROPE,0.03195684547584032,1,63.78402898569965,61.3432618550779,53.615295310844125,17.770144035943567,0.20403685209934236,10
EURUSD,BUY,2025-12-24T01:00:00+00:00,ASIA,-0.5831276785377426,0,65.24014413563961,67.00351467617358,65.87349892064785,28.993453386518144,0.0009092128698612426,1
USDJPY,BUY,2025-12-26T15:00:00+00:00,OVERLAP_EU_US,0.03195847954334818,1,59.060681167438375,59.488219688834114,54.118983677356766,17.216379169591857,0.18787637020014444,15
USDJPY,BUY,2025-12-26T17:00:00+00:00,US,0.0319414688278649,1,68.02413391689237,64.62126451330207,54.59100452436441,17.438012998149816,0.19769442124399958,17
XAUUSD,BUY,2025-12-26T16:00:00+00:00,US,-183.39426927515524,0,74.41023921218229,68.43428947733032,72.77531427087244,25.26908847256201,16.42478693444682,16
AUDUSD,BUY,2025-12-24T00:00:00+00:00,ASIA,-1.0000000000000009,0,65.55087243770029,71.13238284123175,80.31659327095669,46.6484645056028,0.000644057057817202,0
XAUUSD,SELL,2025-12-30T01:00:00+00:00,ASIA,5.0000000000009095,1,46.066695938575535,29.98728380183513,33.22148650300534,54.336353153678004,24.634741312791366,1
XAUUSD,SELL,2025-12-30T15:00:00+00:00,OVERLAP_EU_US,5.0,1,40.09501379770772,43.192250933581654,41.50144425925915,38.91190731596081,22.715327400678188,15
USDCHF,SELL,2025-12-30T00:00:00+00:00,ASIA,-2.3903173177858053,0,39.63211390849642,45.16078570309183,44.95926930751453,10.65457977945444,0.0009019443624267955,0
US100,BUY,2025-12-22T00:00:00+00:00,ASIA,-0.2688000000000102,0,77.22654784973497,72.51930437603387,63.64701167392351,29.48199273294982,76.08204302732136,0
GBPUSD,BUY,2025-12-29T01:00:00+00:00,ASIA,-4.3800000000000505,0,61.16991605655542,54.46317401992349,57.39634189476362,13.498334547040331,0.0014054623568712967,1
XAUUSD,SELL,2025-12-31T01:00:00+00:00,ASIA,5.0,1,43.00859967085841,38.14568873077353,35.18627728678063,38.71600483852156,20.849308824248112,1
GBPUSD,SELL,2025-12-31T03:00:00+00:00,ASIA,4.999999999999893,1,41.02796821176636,34.23126744066654,41.65092939432509,28.617480883214462,0.0011405379052460256,3
USDCAD,SELL,2025-12-30T17:00:00+00:00,US,-3.2786885245901263,0,37.97850576407132,44.06523914332824,46.408659121593814,11.08187805837003,0.0010345354325110995,17
US500,BUY,2025-12-22T03:00:00+00:00,ASIA,-0.07459999999999127,0,69.99697665179521,70.5166320963675,61.636961280903805,28.130682675166494,13.380704766713471,3
AUDUSD,SELL,2025-12-31T15:00:00+00:00,OVERLAP_EU_US,-0.21000000000004349,0,34.018719480057584,31.179054255413917,42.37561267395784,32.29525802306886,0.0007207518804928468,15
EURUSD,SELL,2025-12-30T18:00:00+00:00,US,-0.839999999999952,0,43.38657347440157,40.09248170327349,43.00386351173669,16.22789150941049,0.0010385045476172783,18
USDJPY,BUY,2026-01-02T04:00:00+00:00,ASIA,0.6759341920673037,1,53.75900221091025,54.48858534136459,57.92974657700622,15.889170668226557,0.14553794336651682,4
USDJPY,BUY,2026-01-02T06:00:00+00:00,ASIA,0.2739708571465385,1,69.28348921679958,62.080529205281195,57.92974657700622,16.796696034767304,0.1441883287190899,6
EURUSD,BUY,2026-01-02T04:00:00+00:00,ASIA,-7.5820329587470425,0,71.37887728125338,61.22347100749542,54.49587634232463,26.631291952433664,0.0009355029675035725,4
EURUSD,SELL,2026-01-02T10:00:00+00:00,EUROPE,4.999999999999893,1,22.783132443268972,34.86497626477362,39.11592347384979,25.428722802753587,0.0010447062917386847,10
AUDUSD,BUY,2026-01-02T11:00:00+00:00,EUROPE,-2.0985262561010742,0,52.46812397005412,59.42277194873589,53.91497767161113,27.02695376130502,0.0007414737438988052,11
USDCAD,BUY,2025-12-31T21:00:00+00:00,US,3.6297640653356757,1,60.2760376551519,67.36324014678176,60.84885151583774,25.667740274316717,0.001042457268267585,21
XAUUSD,BUY,2026-01-05T07:00:00+00:00,OVERLAP_ASIA_EU,5.0,1,65.01161364804261,68.52217126188786,54.696769831187225,29.373849089355186,18.430655551260955,7
XAUUSD,BUY,2026-01-05T09:00:00+00:00,EUROPE,5.0,1,69.30254911559034,70.9389552708674,57.85889793872372,31.158830003078066,17.48898361307698,9
XAUUSD,BUY,2026-01-05T11:00:00+00:00,EUROPE,5.0,1,69.64563727301646,72.364954672543,57.85889793872372,33.2880473911846,16.551031788826588,11
XAUUSD,BUY,2026-01-05T15:00:00+00:00,OVERLAP_EU_US,11.608000000000175,1,62.08504333606202,66.12719020278283,57.37080182419275,29.781528856086638,18.205362737418646,15
GBPUSD,SELL,2026-01-05T00:00:00+00:00,ASIA,-15.764655612537926,0,33.97236651839938,40.33173737239234,41.8129317404395,15.936972360009992,0.0016080183497602417,0
NZDUSD,SELL,2026-01-02T05:00:00+00:00,ASIA,-4.619100753950445,0,44.744386403925795,42.08414712195954,38.41582826406365,49.78555419867872,0.0007207180387620137,5
AUDUSD,BUY,2026-01-05T17:00:00+00:00,US,4.999999999999893,1,77.70336803465308,70.28640279534741,59.8415050291997,16.084945221047033,0.0011035696781802396,17
