time,open,high,low,close,tick_volume,spread,real_volume
2025-06-02 20:00:00+00:00,142.694,142.737,142.373,142.423,5133,9,0
2025-06-03 00:00:00+00:00,142.425,143.27,142.419,143.159,17404,9,0
2025-06-03 04:00:00+00:00,143.159,143.217,142.602,142.822,15394,9,0
2025-06-03 08:00:00+00:00,142.824,143.158,142.672,143.081,13944,9,0
2025-06-03 12:00:00+00:00,143.08,143.99,143.046,143.937,22306,9,0
2025-06-03 16:00:00+00:00,143.936,144.109,143.836,144.069,9376,9,0
2025-06-03 20:00:00+00:00,144.067,144.073,143.683,143.817,5163,9,0
2025-06-04 00:00:00+00:00,143.815,144.299,143.669,144.056,17999,9,0
2025-06-04 04:00:00+00:00,144.055,144.391,143.792,144.085,15780,9,0
2025-06-04 08:00:00+00:00,144.086,144.314,143.844,144.266,13794,9,0
2025-06-04 12:00:00+00:00,144.268,144.272,142.911,142.913,28683,9,0
2025-06-04 16:00:00+00:00,142.912,142.925,142.602,142.88,10168,9,0
2025-06-04 20:00:00+00:00,142.876,142.889,142.485,142.724,5182,9,0
2025-06-05 00:00:00+00:00,142.725,143.021,142.564,142.99,19763,9,0
2025-06-05 04:00:00+00:00,142.992,143.391,142.898,143.343,14432,9,0
2025-06-05 08:00:00+00:00,143.342,143.402,143.025,143.265,13010,9,0
2025-06-05 12:00:00+00:00,143.267,143.97,142.771,143.86,47665,9,0
2025-06-05 16:00:00+00:00,143.861,143.974,143.47,143.683,17457,9,0
2025-06-05 20:00:00+00:00,143.672,143.728,143.342,143.551,5836,9,0
2025-06-06 00:00:00+00:00,143.553,143.897,143.524,143.757,13337,9,0
2025-06-06 04:00:00+00:00,143.755,144.134,143.729,143.905,12377,9,0
2025-06-06 08:00:00+00:00,143.908,144.189,143.876,144.152,12705,9,0
2025-06-06 12:00:00+00:00,144.152,145.085,144.073,144.873,39522,9,0
2025-06-06 16:00:00+00:00,144.875,144.979,144.766,144.784,12263,9,0
2025-06-06 20:00:00+00:00,144.784,144.884,144.77,144.841,921,9,0
2025-06-08 20:00:00+00:00,144.849,144.852,144.597,144.69,3290,9,0
2025-06-09 00:00:00+00:00,144.689,144.946,144.343,144.492,13686,9,0
2025-06-09 04:00:00+00:00,144.491,144.493,144.098,144.144,11559,9,0
2025-06-09 08:00:00+00:00,144.142,144.526,143.969,144.487,12635,9,0
2025-06-09 12:00:00+00:00,144.489,144.769,144.343,144.37,16096,9,0
2025-06-09 16:00:00+00:00,144.369,144.596,144.36,144.558,7564,9,0
2025-06-09 20:00:00+00:00,144.558,144.648,144.387,144.559,3830,9,0
2025-06-10 00:00:00+00:00,144.56,145.289,144.397,144.823,17923,9,0
2025-06-10 04:00:00+00:00,144.823,144.947,144.42,144.74,18783,9,0
2025-06-10 08:00:00+00:00,144.74,144.771,144.477,144.583,11348,9,0
2025-06-10 12:00:00+00:00,144.582,144.947,144.437,144.909,15188,9,0
2025-06-10 16:00:00+00:00,144.907,145.038,144.781,144.899,8167,9,0
