time,open,high,low,close,tick_volume,spread,real_volume
2025-06-02 20:00:00+00:00,21506.82,21550.44,21443.53,21472.6,11882,183,0
2025-06-03 00:00:00+00:00,21472.72,21480.54,21417.29,21441.13,12726,184,0
2025-06-03 04:00:00+00:00,21440.88,21461.11,21385.23,21417.38,15126,186,0
2025-06-03 08:00:00+00:00,21417.8,21512.84,21377.67,21505.32,18686,186,0
2025-06-03 12:00:00+00:00,21506.17,21664.07,21482.09,21661.09,55728,180,0
2025-06-03 16:00:00+00:00,21661.14,21739.39,21616.36,21682.88,37170,179,0
2025-06-03 20:00:00+00:00,21683.31,21701.41,21645.1,21685.91,9781,184,0
2025-06-04 00:00:00+00:00,21685.45,21706.64,21648.45,21660.62,12523,186,0
2025-06-04 04:00:00+00:00,21660.4,21703.28,21654.28,21702.15,11954,185,0
2025-06-04 08:00:00+00:00,21701.83,21740.29,21696.29,21728.28,14917,185,0
2025-06-04 12:00:00+00:00,21728.51,21773.3,21620.1,21736.12,64719,181,0
2025-06-04 16:00:00+00:00,21736.11,21784.82,21688.87,21739.9,34330,176,0
2025-06-04 20:00:00+00:00,21740.3,21755.44,21717.07,21726.0,8745,184,0
2025-06-05 00:00:00+00:00,21726.35,21750.9,21716.44,21736.52,9392,185,0
2025-06-05 04:00:00+00:00,21736.94,21821.38,21708.16,21796.97,11439,183,0
2025-06-05 08:00:00+00:00,21797.21,21825.44,21730.78,21753.5,17270,186,0
2025-06-05 12:00:00+00:00,21753.01,21916.35,21676.42,21904.46,88354,184,0
2025-06-05 16:00:00+00:00,21904.12,21906.68,21487.77,21573.68,108855,183,0
2025-06-05 20:00:00+00:00,21572.95,21602.84,21462.59,21529.22,18836,186,0
2025-06-06 00:00:00+00:00,21528.91,21601.03,21528.03,21592.95,14427,188,0
2025-06-06 04:00:00+00:00,21593.26,21669.24,21585.3,21644.05,15116,187,0
2025-06-06 08:00:00+00:00,21643.84,21677.73,21622.03,21654.76,18227,187,0
2025-06-06 12:00:00+00:00,21654.69,21850.07,21647.02,21789.42,75496,183,0
2025-06-06 16:00:00+00:00,21789.0,21853.99,21704.71,21773.37,43596,181,0
2025-06-06 20:00:00+00:00,21773.67,21804.37,21765.53,21790.23,3514,183,0
2025-06-08 20:00:00+00:00,21794.75,21809.84,21719.18,21751.98,9805,188,0
2025-06-09 00:00:00+00:00,21752.43,21773.09,21708.48,21734.43,11073,186,0
2025-06-09 04:00:00+00:00,21734.63,21785.43,21720.0,21784.59,11935,187,0
2025-06-09 08:00:00+00:00,21784.17,21813.91,21748.48,21799.36,14402,182,0
2025-06-09 12:00:00+00:00,21799.75,21876.9,21740.55,21827.91,43708,181,0
2025-06-09 16:00:00+00:00,21828.3,21872.14,21803.45,21807.91,29251,180,0
2025-06-09 20:00:00+00:00,21807.49,21835.11,21786.23,21824.37,6664,181,0
2025-06-10 00:00:00+00:00,21824.3,21964.38,21806.98,21931.42,12012,187,0
2025-06-10 04:00:00+00:00,21931.5,21934.19,21724.96,21786.48,29565,187,0
2025-06-10 08:00:00+00:00,21786.89,21850.77,21753.55,21850.67,20074,186,0
2025-06-10 12:00:00+00:00,21850.19,21881.75,21735.68,21866.91,46867,181,0
2025-06-10 16:00:00+00:00,21866.43,21982.36,21812.72,21954.22,38897,181,0
2025-06-10 20:00:00+00:00,21954.63,21993.61,21908.81,21946.36,12210,186,0
2025-06-11 00:00:00+00:00,21946.3,21957.37,21874.2,21899.72,13208,187,0
2025-06-11 04:00:00+00:00,21899.62,21927.11,21859.48,21921.56,13732,187,0
2025-06-11 08:00:00+00:00,21921.26,21950.6,21875.16,21923.1,14062,186,0
2025-06-11 12:00:00+00:00,21923.48,22083.37,21880.23,21985.92,65546,182,0
2025-06-11 16:00:00+00:00,21986.17,22010.23,21782.15,21880.37,85957,184,0
2025-06-11 20:00:00+00:00,21880.85,21903.41,21814.78,21833.79,12872,185,0
2025-06-12 00:00:00+00:00,21834.04,21843.65,21752.82,21805.38,16647,187,0
2025-06-12 04:00:00+00:00,21805.6,21854.2,21755.0,21771.67,16267,187,0
2025-06-12 08:00:00+00:00,21772.18,21839.59,21713.43,21736.14,26672,186,0
2025-06-12 12:00:00+00:00,21735.66,21972.35,21719.71,21917.38,56190,183,0
2025-06-12 16:00:00+00:00,21917.86,21963.3,21888.76,21932.36,38133,182,0
2025-06-12 20:00:00+00:00,21932.12,21941.6,21779.67,21780.04,10260,181,0
2025-06-13 00:00:00+00:00,21781.34,21786.29,21466.25,21567.55,57183,188,0
2025-06-13 04:00:00+00:00,21567.62,21648.42,21516.99,21634.56,29499,186,0
2025-06-13 08:00:00+00:00,21634.19,21697.27,21574.66,21681.81,34269,186,0
2025-06-13 12:00:00+00:00,21681.38,21839.81,21613.82,21831.12,79068,182,0
2025-06-13 16:00:00+00:00,21830.53,21851.05,21596.91,21647.35,91801,178,0
2025-06-13 20:00:00+00:00,21646.95,21674.63,21637.84,21644.44,8244,180,0
2025-06-15 20:00:00+00:00,21535.8,21700.42,21530.95,21690.4,21172,189,0
2025-06-16 00:00:00+00:00,21689.91,21724.17,21662.67,21696.92,16303,183,0
2025-06-16 04:00:00+00:00,21696.82,21793.44,21676.37,21786.85,18147,184,0
2025-06-16 08:00:00+00:00,21786.37,21815.86,21737.42,21815.69,18899,181,0
2025-06-16 12:00:00+00:00,21815.67,22003.88,21794.69,21955.2,49855,181,0
2025-06-16 16:00:00+00:00,21955.44,21992.83,21921.52,21959.36,36406,180,0
2025-06-16 20:00:00+00:00,21959.62,21969.85,21802.01,21803.13,21244,184,0
2025-06-17 00:00:00+00:00,21803.86,21902.85,21794.81,21866.42,28685,187,0
2025-06-17 04:00:00+00:00,21866.82,21908.86,21790.34,21823.86,25277,185,0
2025-06-17 08:00:00+00:00,21824.6,21868.19,21780.2,21858.15,24021,183,0
2025-06-17 12:00:00+00:00,21858.19,21921.32,21813.68,21884.67,50767,182,0
2025-06-17 16:00:00+00:00,21884.87,21917.7,21693.86,21740.83,65201,183,0
2025-06-17 20:00:00+00:00,21741.06,21766.85,21650.59,21692.11,18378,186,0
2025-06-18 00:00:00+00:00,21692.55,21797.81,21691.58,21756.99,17155,188,0
2025-06-18 04:00:00+00:00,21756.84,21819.78,21732.82,21802.42,15264,188,0
2025-06-18 08:00:00+00:00,21802.11,21855.55,21738.64,21793.11,18018,188,0
2025-06-18 12:00:00+00:00,21792.89,21881.13,21711.91,21822.66,43204,182,0
2025-06-18 16:00:00+00:00,21822.17,21865.06,21669.0,21736.08,86713,182,0
2025-06-18 20:00:00+00:00,21735.65,21763.39,21700.73,21737.16,10844,187,0
2025-06-19 00:00:00+00:00,21737.02,21740.72,21579.86,21671.8,18669,186,0
2025-06-19 04:00:00+00:00,21671.78,21692.0,21572.74,21584.84,17320,186,0
2025-06-19 08:00:00+00:00,21585.16,21644.07,21574.6,21602.13,16148,185,0
2025-06-19 12:00:00+00:00,21602.04,21612.68,21439.06,21470.79,33655,183,0
2025-06-19 16:00:00+00:00,21470.1,21529.64,21468.09,21490.31,5658,183,0
2025-06-19 20:00:00+00:00,21548.72,21710.75,21541.96,21673.03,13090,190,0
2025-06-20 00:00:00+00:00,21673.04,21713.12,21633.54,21686.3,15814,187,0
2025-06-20 04:00:00+00:00,21686.32,21733.05,21676.85,21713.09,13982,186,0
2025-06-20 08:00:00+00:00,21713.52,21794.28,21647.71,21755.84,21937,186,0
2025-06-20 12:00:00+00:00,21756.07,21916.74,21564.85,21637.86,85315,183,0
2025-06-20 16:00:00+00:00,21638.45,21702.22,21556.85,21633.37,58382,179,0
2025-06-20 20:00:00+00:00,21633.11,21702.2,21630.27,21667.6,5707,185,0
2025-06-22 20:00:00+00:00,21399.08,21581.7,21363.4,21558.72,19473,189,0
2025-06-23 00:00:00+00:00,21558.97,21570.44,21505.47,21564.67,15344,185,0
2025-06-23 04:00:00+00:00,21565.09,21702.13,21555.82,21694.14,15993,186,0
2025-06-23 08:00:00+00:00,21692.95,21741.92,21572.41,21623.0,23529,187,0
2025-06-23 12:00:00+00:00,21623.57,21813.9,21556.92,21734.51,57951,182,0
2025-06-23 16:00:00+00:00,21734.75,21887.96,21537.01,21866.96,87601,182,0
2025-06-23 20:00:00+00:00,21867.21,22053.21,21847.78,22034.74,17516,187,0
2025-06-24 00:00:00+00:00,22034.98,22068.82,21990.64,22044.0,15648,188,0
2025-06-24 04:00:00+00:00,22043.55,22176.9,22018.48,22102.68,21989,188,0
2025-06-24 08:00:00+00:00,22102.03,22146.11,22046.62,22100.38,21555,189,0
2025-06-24 12:00:00+00:00,22100.44,22182.92,22054.19,22157.65,44318,181,0
2025-06-24 16:00:00+00:00,22157.88,22240.43,22152.98,22201.11,22836,182,0
2025-06-24 20:00:00+00:00,22201.37,22226.28,22182.73,22220.73,7800,185,0
2025-06-25 00:00:00+00:00,22221.29,22230.55,22189.53,22203.29,8719,186,0
2025-06-25 04:00:00+00:00,22203.02,22232.64,22202.47,22220.14,8228,186,0
2025-06-25 08:00:00+00:00,22220.4,22288.68,22203.79,22287.19,11262,187,0
2025-06-25 12:00:00+00:00,22286.85,22344.43,22225.58,22241.27,40756,185,0
2025-06-25 16:00:00+00:00,22240.58,22261.95,22185.5,22259.3,31689,182,0
2025-06-25 20:00:00+00:00,22260.07,22286.49,22237.51,22263.43,9134,187,0
2025-06-26 00:00:00+00:00,22263.74,22302.53,22255.83,22293.8,8309,187,0
2025-06-26 04:00:00+00:00,22294.05,22355.32,22289.01,22330.36,9014,189,0
2025-06-26 08:00:00+00:00,22330.53,22376.85,22324.59,22373.85,11304,189,0
2025-06-26 12:00:00+00:00,22374.17,22414.37,22274.6,22408.28,40261,183,0
2025-06-26 16:00:00+00:00,22408.27,22492.44,22395.03,22471.18,23326,183,0
2025-06-26 20:00:00+00:00,22471.43,22511.88,22440.4,22479.99,9346,189,0
2025-06-27 00:00:00+00:00,22480.69,22510.06,22463.7,22496.18,8681,190,0
2025-06-27 04:00:00+00:00,22496.51,22560.31,22488.12,22536.37,8945,191,0
2025-06-27 08:00:00+00:00,22536.59,22580.45,22524.94,22579.89,9593,190,0
2025-06-27 12:00:00+00:00,22580.38,22622.35,22487.75,22610.9,35634,185,0
2025-06-27 16:00:00+00:00,22610.69,22611.12,22401.45,22551.0,50074,186,0
2025-06-27 20:00:00+00:00,22551.26,22551.88,22527.89,22544.68,4661,189,0
2025-06-29 20:00:00+00:00,22561.13,22652.09,22561.13,22621.85,7671,196,0
2025-06-30 00:00:00+00:00,22622.11,22684.71,22609.79,22678.71,9650,191,0
2025-06-30 04:00:00+00:00,22678.62,22706.58,22655.44,22674.59,9029,190,0
2025-06-30 08:00:00+00:00,22679.28,22720.18,22662.87,22699.61,9980,192,0
2025-06-30 12:00:00+00:00,22699.7,22701.94,22601.43,22648.38,35374,187,0
2025-06-30 16:00:00+00:00,22648.08,22737.4,22586.68,22689.34,33213,186,0
2025-06-30 20:00:00+00:00,22689.78,22701.51,22653.42,22688.12,7981,189,0
2025-07-01 00:00:00+00:00,22688.41,22721.17,22675.47,22679.41,8693,192,0
2025-07-01 04:00:00+00:00,22679.63,22684.36,22629.24,22649.54,10145,194,0
2025-07-01 08:00:00+00:00,22650.43,22664.1,22616.39,22632.48,11765,192,0
2025-07-01 12:00:00+00:00,22632.59,22650.91,22403.42,22467.08,53471,188,0
2025-07-01 16:00:00+00:00,22467.34,22569.02,22440.98,22498.18,44174,186,0
2025-07-01 20:00:00+00:00,22498.52,22535.57,22477.61,22516.08,7757,188,0
2025-07-02 00:00:00+00:00,22516.54,22554.28,22482.91,22546.88,9017,190,0
2025-07-02 04:00:00+00:00,22546.8,22588.24,22525.14,22530.81,11404,192,0
2025-07-02 08:00:00+00:00,22531.5,22544.23,22444.86,22468.63,13678,191,0
2025-07-02 12:00:00+00:00,22468.39,22651.83,22391.27,22628.51,45310,186,0
2025-07-02 16:00:00+00:00,22628.84,22660.3,22615.04,22650.87,23603,186,0
2025-07-02 20:00:00+00:00,22650.57,22667.5,22634.85,22655.0,5680,186,0
2025-07-03 00:00:00+00:00,22654.34,22687.97,22633.73,22668.47,8012,192,0
2025-07-03 04:00:00+00:00,22668.45,22707.31,22657.62,22687.02,7867,193,0
2025-07-03 08:00:00+00:00,22686.58,22698.4,22637.72,22669.4,10350,191,0
2025-07-03 12:00:00+00:00,22669.09,22909.32,22658.14,22891.05,33613,187,0
2025-07-03 16:00:00+00:00,22891.58,22902.29,22837.16,22863.94,8724,188,0
2025-07-03 20:00:00+00:00,22864.03,22872.79,22833.27,22846.2,5204,200,0
2025-07-04 00:00:00+00:00,22845.74,22860.45,22803.48,22820.66,7854,195,0
2025-07-04 04:00:00+00:00,22820.3,22826.35,22753.92,22757.58,10242,195,0
2025-07-04 08:00:00+00:00,22757.12,22783.92,22694.77,22735.79,17045,191,0
2025-07-04 12:00:00+00:00,22735.54,22758.44,22701.98,22747.27,15650,191,0
2025-07-04 16:00:00+00:00,22747.02,22748.4,22708.18,22719.46,3065,192,0
2025-07-06 20:00:00+00:00,22793.17,22845.93,22765.28,22805.8,10417,199,0
2025-07-07 00:00:00+00:00,22806.27,22823.29,22732.15,22795.55,12830,194,0
2025-07-07 04:00:00+00:00,22795.13,22811.05,22738.87,22767.8,11373,197,0
2025-07-07 08:00:00+00:00,22767.18,22807.25,22727.36,22799.37,12720,195,0
2025-07-07 12:00:00+00:00,22799.33,22819.31,22701.2,22747.09,40434,188,0
2025-07-07 16:00:00+00:00,22746.66,22779.7,22600.8,22704.92,58488,188,0
2025-07-07 20:00:00+00:00,22704.38,22706.72,22632.41,22696.05,10002,190,0
2025-07-08 00:00:00+00:00,22696.33,22758.42,22679.4,22737.35,10752,194,0
2025-07-08 04:00:00+00:00,22737.34,22794.1,22726.89,22785.87,10212,196,0
2025-07-08 08:00:00+00:00,22785.95,22786.09,22728.64,22762.16,11064,192,0
2025-07-08 12:00:00+00:00,22761.06,22778.32,22663.93,22728.74,42417,187,0
2025-07-08 16:00:00+00:00,22728.77,22785.14,22693.4,22713.92,33762,187,0
2025-07-08 20:00:00+00:00,22714.34,22747.93,22707.72,22725.46,5446,189,0
2025-07-09 00:00:00+00:00,22725.53,22725.53,22679.24,22697.01,8288,194,0
2025-07-09 04:00:00+00:00,22696.71,22728.68,22667.25,22718.52,9390,195,0
2025-07-09 08:00:00+00:00,22718.06,22776.37,22704.01,22764.24,11020,194,0
2025-07-09 12:00:00+00:00,22763.8,22937.4,22744.79,22773.25,41169,188,0
2025-07-09 16:00:00+00:00,22773.31,22883.48,22763.85,22878.3,28047,187,0
2025-07-09 20:00:00+00:00,22878.04,22892.9,22858.22,22862.53,5980,192,0
2025-07-10 00:00:00+00:00,22862.94,22862.94,22816.46,22821.21,8959,192,0
2025-07-10 04:00:00+00:00,22821.02,22849.51,22804.56,22848.25,8422,193,0
2025-07-10 08:00:00+00:00,22848.08,22904.67,22840.28,22899.5,9050,193,0
2025-07-10 12:00:00+00:00,22899.29,22917.72,22729.01,22850.05,39575,188,0
2025-07-10 16:00:00+00:00,22849.84,22878.23,22788.59,22841.78,21401,188,0
2025-07-10 20:00:00+00:00,22841.51,22876.5,22823.44,22872.79,5721,190,0
2025-07-11 00:00:00+00:00,22873.31,22873.76,22655.13,22795.81,23598,193,0
2025-07-11 04:00:00+00:00,22795.97,22803.3,22726.46,22729.89,13012,194,0
2025-07-11 08:00:00+00:00,22729.58,22751.94,22681.45,22737.14,18152,194,0
2025-07-11 12:00:00+00:00,22736.76,22839.03,22692.66,22806.06,41919,187,0
2025-07-11 16:00:00+00:00,22806.45,22851.07,22753.16,22784.42,29571,189,0
2025-07-11 20:00:00+00:00,22783.89,22785.85,22759.13,22771.04,2788,190,0
2025-07-13 20:00:00+00:00,22692.76,22724.88,22638.62,22701.5,9969,195,0
2025-07-14 00:00:00+00:00,22701.47,22715.14,22677.91,22712.71,9699,194,0
2025-07-14 04:00:00+00:00,22712.8,22721.5,22643.32,22719.95,10953,191,0
2025-07-14 08:00:00+00:00,22719.64,22741.98,22702.58,22725.56,10928,193,0
2025-07-14 12:00:00+00:00,22725.32,22860.96,22681.07,22847.55,45061,190,0
2025-07-14 16:00:00+00:00,22847.29,22904.45,22838.03,22871.55,19244,189,0
2025-07-14 20:00:00+00:00,22871.94,22876.97,22838.26,22851.91,5831,191,0
2025-07-15 00:00:00+00:00,22852.5,23015.66,22837.87,22934.96,17394,194,0
2025-07-15 04:00:00+00:00,22934.71,23011.12,22931.43,23001.98,11418,198,0
2025-07-15 08:00:00+00:00,23001.56,23032.55,22985.31,23007.22,12003,195,0
2025-07-15 12:00:00+00:00,23007.53,23062.65,22935.78,22998.25,53297,190,0
2025-07-15 16:00:00+00:00,22998.67,23020.42,22892.97,22896.03,35291,190,0
2025-07-15 20:00:00+00:00,22895.7,22901.09,22819.16,22858.7,11301,191,0
2025-07-16 00:00:00+00:00,22858.92,22879.44,22822.39,22860.51,9839,196,0
2025-07-16 04:00:00+00:00,22860.68,22889.8,22772.56,22826.81,13227,196,0
2025-07-16 08:00:00+00:00,22826.52,22867.08,22814.57,22862.98,11768,193,0
2025-07-16 12:00:00+00:00,22863.85,22932.64,22680.68,22835.05,77282,190,0
2025-07-16 16:00:00+00:00,22834.68,22944.25,22797.5,22920.33,34851,190,0
2025-07-16 20:00:00+00:00,22920.04,22920.04,22877.55,22887.94,6717,191,0
2025-07-17 00:00:00+00:00,22887.55,22905.74,22865.29,22888.33,8155,193,0
2025-07-17 04:00:00+00:00,22888.38,22996.73,22875.65,22958.61,11831,193,0
2025-07-17 08:00:00+00:00,22957.83,22970.75,22918.6,22931.98,11529,196,0
2025-07-17 12:00:00+00:00,22931.59,23094.81,22911.08,23092.08,33771,188,0
2025-07-17 16:00:00+00:00,23091.92,23120.9,23079.85,23100.26,19060,189,0
2025-07-17 20:00:00+00:00,23099.94,23137.66,23078.34,23131.84,7556,193,0
2025-07-18 00:00:00+00:00,23131.38,23135.41,23108.2,23124.37,6212,193,0
2025-07-18 04:00:00+00:00,23124.16,23157.4,23108.46,23117.9,7090,194,0
2025-07-18 08:00:00+00:00,23117.3,23137.01,23099.1,23111.57,8497,194,0
2025-07-18 12:00:00+00:00,23111.9,23167.96,23031.97,23093.58,36414,189,0
2025-07-18 16:00:00+00:00,23094.1,23095.68,23023.88,23073.65,24568,188,0
2025-07-18 20:00:00+00:00,23073.95,23077.01,23064.99,23071.46,1646,191,0
2025-07-20 20:00:00+00:00,23085.87,23117.91,23060.36,23115.64,4255,197,0
2025-07-21 00:00:00+00:00,23115.95,23131.61,23097.09,23101.22,5287,193,0
2025-07-21 04:00:00+00:00,23101.27,23153.7,23101.06,23151.7,5770,193,0
2025-07-21 08:00:00+00:00,23151.7,23163.94,23131.07,23132.96,6676,195,0
2025-07-21 12:00:00+00:00,23133.05,23280.72,23079.78,23242.5,23776,191,0
