time,open,high,low,close,tick_volume,spread,real_volume
2025-06-02 17:00:00+00:00,3371.664,3375.639,3371.412,3374.953,1977,159,0
2025-06-02 17:15:00+00:00,3374.897,3375.313,3371.195,3372.267,2587,159,0
2025-06-02 17:30:00+00:00,3372.223,3375.086,3372.175,3374.723,1823,159,0
2025-06-02 17:45:00+00:00,3374.704,3376.017,3373.215,3374.355,1596,160,0
2025-06-02 18:00:00+00:00,3374.384,3374.554,3371.279,3373.488,1977,159,0
2025-06-02 18:15:00+00:00,3373.486,3373.563,3370.74,3372.042,1697,159,0
2025-06-02 18:30:00+00:00,3372.074,3377.762,3371.389,3377.284,1873,159,0
2025-06-02 18:45:00+00:00,3377.3,3380.145,3376.837,3379.252,1705,160,0
2025-06-02 19:00:00+00:00,3379.257,3380.422,3377.858,3379.691,1594,159,0
2025-06-02 19:15:00+00:00,3379.647,3380.165,3378.831,3378.982,1217,159,0
2025-06-02 19:30:00+00:00,3378.951,3380.769,3378.398,3380.395,1366,160,0
2025-06-02 19:45:00+00:00,3380.423,3382.346,3380.034,3381.539,1682,159,0
2025-06-02 20:00:00+00:00,3381.499,3381.918,3378.364,3380.159,1493,159,0
2025-06-02 20:15:00+00:00,3380.169,3381.967,3379.817,3380.019,806,160,0
2025-06-02 20:30:00+00:00,3380.03,3381.025,3378.933,3380.751,1100,160,0
2025-06-02 20:45:00+00:00,3380.757,3382.959,3380.402,3381.794,1020,159,0
2025-06-02 22:00:00+00:00,3383.838,3386.776,3382.953,3386.366,1968,160,0
2025-06-02 22:15:00+00:00,3386.361,3391.422,3385.44,3389.902,2280,160,0
2025-06-02 22:30:00+00:00,3389.937,3390.909,3388.273,3389.115,1534,159,0
2025-06-02 22:45:00+00:00,3389.051,3390.004,3388.845,3389.939,1030,160,0
2025-06-02 23:00:00+00:00,3389.979,3390.599,3388.087,3388.89,1206,160,0
2025-06-02 23:15:00+00:00,3388.88,3392.238,3385.038,3385.616,1855,159,0
2025-06-02 23:30:00+00:00,3385.657,3388.143,3383.206,3386.599,2116,159,0
2025-06-02 23:45:00+00:00,3386.673,3387.472,3384.701,3387.456,1648,159,0
2025-06-03 00:00:00+00:00,3387.407,3388.687,3380.413,3382.024,2390,160,0
2025-06-03 00:15:00+00:00,3382.05,3382.151,3375.575,3379.795,3063,159,0
2025-06-03 00:30:00+00:00,3379.836,3381.502,3373.76,3377.083,3005,159,0
2025-06-03 00:45:00+00:00,3377.06,3379.032,3375.158,3375.747,2906,159,0
2025-06-03 01:00:00+00:00,3375.794,3376.152,3367.518,3367.614,7833,159,0
2025-06-03 01:15:00+00:00,3367.713,3368.867,3363.197,3368.496,5367,159,0
2025-06-03 01:30:00+00:00,3368.41,3373.689,3366.115,3373.103,4467,159,0
2025-06-03 01:45:00+00:00,3373.029,3375.555,3370.26,3372.632,3738,159,0
2025-06-03 02:00:00+00:00,3372.577,3375.503,3371.644,3374.533,3471,159,0
2025-06-03 02:15:00+00:00,3374.571,3378.031,3371.654,3372.467,3036,159,0
2025-06-03 02:30:00+00:00,3372.475,3372.779,3364.421,3367.723,3833,159,0
2025-06-03 02:45:00+00:00,3367.702,3375.365,3367.141,3368.802,3042,159,0
2025-06-03 03:00:00+00:00,3368.805,3369.677,3364.366,3368.673,3426,159,0
2025-06-03 03:15:00+00:00,3368.696,3369.03,3364.843,3364.843,2470,159,0
2025-06-03 03:30:00+00:00,3364.941,3367.372,3359.685,3361.337,2734,159,0
2025-06-03 03:45:00+00:00,3361.362,3363.386,3360.571,3361.087,2137,159,0
2025-06-03 04:00:00+00:00,3361.174,3365.059,3361.174,3363.451,1949,160,0
2025-06-03 04:15:00+00:00,3363.489,3365.237,3360.97,3362.787,2049,160,0
2025-06-03 04:30:00+00:00,3362.813,3363.102,3359.177,3362.456,2176,159,0
2025-06-03 04:45:00+00:00,3362.474,3363.718,3361.215,3362.677,1538,159,0
2025-06-03 05:00:00+00:00,3362.736,3363.472,3360.948,3362.275,1742,160,0
2025-06-03 05:15:00+00:00,3362.275,3364.229,3358.886,3359.037,2167,160,0
2025-06-03 05:30:00+00:00,3359.06,3362.251,3356.244,3360.791,2910,159,0
2025-06-03 05:45:00+00:00,3360.83,3367.715,3360.062,3365.028,2430,160,0
2025-06-03 06:00:00+00:00,3364.91,3367.319,3359.171,3361.955,2707,159,0
2025-06-03 06:15:00+00:00,3362.0,3366.134,3361.601,3364.15,2510,159,0
2025-06-03 06:30:00+00:00,3364.14,3364.894,3352.065,3355.55,3453,159,0
2025-06-03 06:45:00+00:00,3355.557,3359.616,3351.149,3358.847,3876,159,0
2025-06-03 07:00:00+00:00,3358.809,3361.314,3352.499,3354.635,3897,160,0
2025-06-03 07:15:00+00:00,3354.573,3360.388,3353.364,3356.997,3659,159,0
