time,open,high,low,close,tick_volume,spread,real_volume
2023-08-21 00:00:00+00:00,0.59259,0.59335,0.59219,0.59227,1795,12,0
2023-08-21 01:00:00+00:00,0.59222,0.59225,0.59068,0.591,3110,12,0
2023-08-21 02:00:00+00:00,0.591,0.5922,0.59057,0.59183,2250,12,0
2023-08-21 03:00:00+00:00,0.59183,0.59184,0.59115,0.59135,1075,12,0
2023-08-21 04:00:00+00:00,0.59135,0.59206,0.59115,0.59173,892,12,0
2023-08-21 05:00:00+00:00,0.59172,0.59251,0.59098,0.59108,1918,12,0
2023-08-21 06:00:00+00:00,0.59105,0.59176,0.59046,0.59131,1651,12,0
2023-08-21 07:00:00+00:00,0.59136,0.59234,0.59115,0.59146,2363,12,0
2023-08-21 08:00:00+00:00,0.5914,0.5916,0.59048,0.59119,1922,12,0
2023-08-21 09:00:00+00:00,0.59119,0.59263,0.59114,0.59194,1721,12,0
2023-08-21 10:00:00+00:00,0.59194,0.59225,0.59088,0.59116,1411,12,0
2023-08-21 11:00:00+00:00,0.59116,0.59284,0.59104,0.59247,1703,12,0
2023-08-21 12:00:00+00:00,0.59242,0.59273,0.59158,0.59188,2405,12,0
2023-08-21 13:00:00+00:00,0.59193,0.59227,0.5905,0.59106,2902,12,0
2023-08-21 14:00:00+00:00,0.59107,0.59125,0.58985,0.59012,2893,12,0
2023-08-21 15:00:00+00:00,0.59016,0.59029,0.58956,0.59021,1798,12,0
2023-08-21 16:00:00+00:00,0.59025,0.59175,0.59021,0.59165,1428,12,0
2023-08-21 17:00:00+00:00,0.59162,0.59232,0.59137,0.59177,1396,12,0
2023-08-21 18:00:00+00:00,0.59178,0.59287,0.59169,0.59238,1214,12,0
2023-08-21 19:00:00+00:00,0.59236,0.59304,0.59236,0.59272,1051,12,0
2023-08-21 20:00:00+00:00,0.59267,0.59278,0.59247,0.59271,430,12,0
2023-08-21 21:00:00+00:00,0.59231,0.5924,0.59185,0.5924,418,60,0
2023-08-21 22:00:00+00:00,0.59244,0.59269,0.59233,0.59266,354,20,0
2023-08-21 23:00:00+00:00,0.59266,0.59327,0.59264,0.59281,513,20,0
2023-08-22 00:00:00+00:00,0.59285,0.59303,0.59235,0.59283,1381,12,0
2023-08-22 01:00:00+00:00,0.59284,0.59395,0.59227,0.59279,2319,12,0
2023-08-22 02:00:00+00:00,0.59276,0.59379,0.59256,0.59304,1797,12,0
2023-08-22 03:00:00+00:00,0.59304,0.59423,0.59285,0.59375,1689,12,0
2023-08-22 04:00:00+00:00,0.59375,0.59391,0.59308,0.5932,978,12,0
2023-08-22 05:00:00+00:00,0.59319,0.59375,0.59287,0.5932,1803,12,0
2023-08-22 06:00:00+00:00,0.59321,0.59581,0.5931,0.59564,2483,12,0
2023-08-22 07:00:00+00:00,0.59565,0.59639,0.59516,0.59607,1921,12,0
2023-08-22 08:00:00+00:00,0.59605,0.59623,0.59516,0.59544,1586,12,0
