time,open,high,low,close,tick_volume,spread,real_volume
2023-08-21 00:00:00+00:00,1.27409,1.27501,1.27297,1.27358,7510,8,0
2023-08-21 04:00:00+00:00,1.27358,1.2745,1.27224,1.27288,9707,8,0
2023-08-21 08:00:00+00:00,1.2729,1.27645,1.27098,1.27594,10924,8,0
2023-08-21 12:00:00+00:00,1.27594,1.27643,1.27226,1.27348,17196,8,0
2023-08-21 16:00:00+00:00,1.27348,1.2766199999999999,1.27347,1.27584,6181,8,0
2023-08-21 20:00:00+00:00,1.27582,1.27652,1.27436,1.27591,2018,8,0
2023-08-22 00:00:00+00:00,1.27594,1.27774,1.27555,1.27733,7915,8,0
2023-08-22 04:00:00+00:00,1.27733,1.27999,1.27686,1.27957,9675,8,0
2023-08-22 08:00:00+00:00,1.27955,1.27987,1.27557,1.27658,10801,8,0
2023-08-22 12:00:00+00:00,1.2765900000000001,1.2769599999999999,1.2718,1.27304,17658,8,0
2023-08-22 16:00:00+00:00,1.27302,1.2743,1.27277,1.27299,5912,8,0
2023-08-22 20:00:00+00:00,1.2729599999999999,1.27347,1.27188,1.27307,1842,8,0
2023-08-23 00:00:00+00:00,1.27307,1.27473,1.27287,1.27473,6768,8,0
2023-08-23 04:00:00+00:00,1.27472,1.27641,1.2705600000000001,1.27194,11746,8,0
2023-08-23 08:00:00+00:00,1.27194,1.2736,1.26218,1.26289,19204,8,0
2023-08-23 12:00:00+00:00,1.26289,1.27179,1.26142,1.27127,20953,8,0
2023-08-23 16:00:00+00:00,1.27127,1.27326,1.27084,1.27175,6731,8,0
2023-08-23 20:00:00+00:00,1.27177,1.27281,1.2707,1.27197,2846,8,0
2023-08-24 00:00:00+00:00,1.27199,1.27281,1.27053,1.27138,7543,8,0
2023-08-24 04:00:00+00:00,1.27139,1.27274,1.2692,1.27021,9035,8,0
2023-08-24 08:00:00+00:00,1.2702200000000001,1.27127,1.2656100000000001,1.26575,9975,8,0
2023-08-24 12:00:00+00:00,1.26577,1.26624,1.2625899999999999,1.26316,17960,8,0
2023-08-24 16:00:00+00:00,1.26316,1.2634400000000001,1.25927,1.25929,7009,8,0
2023-08-24 20:00:00+00:00,1.25926,1.26038,1.2585600000000001,1.2591999999999999,2669,8,0
2023-08-25 00:00:00+00:00,1.25921,1.25976,1.25636,1.25653,7160,8,0
2023-08-25 04:00:00+00:00,1.25653,1.25879,1.25596,1.25751,8801,8,0
2023-08-25 08:00:00+00:00,1.2575,1.26215,1.25717,1.26156,9511,8,0
2023-08-25 12:00:00+00:00,1.26153,1.26531,1.25476,1.25687,26887,8,0
2023-08-25 16:00:00+00:00,1.25688,1.2601,1.25686,1.2588,9548,8,0
2023-08-25 20:00:00+00:00,1.25878,1.259,1.25756,1.25787,940,8,0
2023-08-27 20:00:00+00:00,1.25738,1.2589000000000001,1.25695,1.25887,1744,12,0
2023-08-28 00:00:00+00:00,1.25888,1.2603900000000001,1.25873,1.25989,7314,8,0
2023-08-28 04:00:00+00:00,1.2598799999999999,1.26102,1.2572,1.2574,7161,8,0
2023-08-28 08:00:00+00:00,1.25742,1.25911,1.25651,1.25864,7948,8,0
2023-08-28 12:00:00+00:00,1.25866,1.2597,1.25722,1.25897,12443,8,0
2023-08-28 16:00:00+00:00,1.25898,1.26071,1.25881,1.2604,6341,8,0
